#                                                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
mgm4747906.NODE_50425_length_298_cov_15.546980_1_378_-        -            125 CDD0007_no_cons      -            142   1.1e-13   52.0   0.0   1   1   5.9e-16   1.3e-13   51.7   0.0    54   137    22   103     3   106 0.82 -
mgm4747904.NODE_53438_length_240_cov_106.129166_1_316_-       -            103 CDD0007_no_cons      -            142   1.3e-13   51.7   0.1   1   1   6.7e-16   1.5e-13   51.5   0.1    75   141     3    66     1    67 0.94 -
mgm4747911.NODE_86236_length_1276_cov_45.246864_1_1351_+      -            449 CDD0007_no_cons      -            142     2e-13   51.1   0.0   1   1   2.7e-15   6.2e-13   49.5   0.0     1   137   275   409   275   412 0.84 -
mgm4747906.NODE_82574_length_390_cov_42.674358_1_470_-        -            155 CDD0007_no_cons      -            142     5e-13   49.8   0.0   1   1     3e-15   6.8e-13   49.4   0.0     1   120    36   155    36   155 0.87 -
mgm4747911.NODE_31269_length_575_cov_16.956522_1_324_+        -            107 CDD0007_no_cons      -            142   7.9e-13   49.2   0.0   1   1   5.1e-15   1.2e-12   48.6   0.0    62   137     4    76     1    79 0.89 -
mgm4747906.NODE_65341_length_1988_cov_35.002514_685_1294_-    -            199 CDD0007_no_cons      -            142   8.5e-13   49.1   0.0   1   1   6.1e-15   1.4e-12   48.4   0.0    54   137    91   171    64   174 0.78 -
mgm4747906.NODE_1741_length_2802_cov_69.630264_1_2880_+       -            956 CDD0007_no_cons      -            142   8.8e-13   49.0   0.0   1   1   8.7e-15     2e-12   47.9   0.0     1   137   449   584   449   587 0.82 -
mgm4747906.NODE_44335_length_297_cov_32.811447_1_377_+        -            125 CDD0007_no_cons      -            142     1e-12   48.9   0.0   1   1   5.7e-15   1.3e-12   48.5   0.0    53   137    19   100     4   103 0.92 -
mgm4747906.NODE_1444_length_235_cov_46.357449_1_315_-         -            104 CDD0007_no_cons      -            142   1.3e-12   48.5   0.0   1   1   7.2e-15   1.6e-12   48.2   0.0    54   139     1    82     1    85 0.93 -
mgm4747911.NODE_13414_length_363_cov_13.487603_146_439_-      -             96 CDD0007_no_cons      -            142   1.8e-12   48.1   0.0   1   1   8.7e-15     2e-12   47.9   0.0    63   139     2    73     1    76 0.91 -
mgm4747911.NODE_19693_length_1399_cov_25.571836_1_1474_-      -            489 CDD0007_no_cons      -            142   3.7e-12   47.0   0.0   1   1   2.9e-14   6.6e-12   46.2   0.0    14   137   168   285   151   288 0.80 -
mgm4747911.NODE_17214_length_401_cov_6.810474_1_239_+         -             78 CDD0007_no_cons      -            142   3.9e-12   46.9   0.1   1   1   2.2e-14     5e-12   46.6   0.1    82   139     2    56     1    58 0.94 -
mgm4747911.NODE_19911_length_283_cov_10.533569_1_359_-        -            119 CDD0007_no_cons      -            142   1.2e-11   45.4   0.0   1   1   6.7e-14   1.5e-11   45.0   0.0    53   137    12    93     5    96 0.85 -
mgm4747911.NODE_27652_length_282_cov_19.500000_1_358_+        -            118 CDD0007_no_cons      -            142   2.3e-11   44.5   0.0   1   1   1.5e-13   3.5e-11   43.8   0.0    58   139     2    79     1    82 0.93 -
mgm4747911.NODE_948_length_270_cov_11.011111_1_346_-          -            115 CDD0007_no_cons      -            142   2.4e-11   44.4   0.0   1   1   1.4e-13   3.2e-11   44.0   0.0    10   119    11   115     3   115 0.88 -
mgm4747906.NODE_20782_length_481_cov_43.642410_1_561_-        -            186 CDD0007_no_cons      -            142   2.6e-11   44.3   0.0   1   1   2.2e-13     5e-11   43.3   0.0     1   119    67   186    67   186 0.81 -
mgm4747906.NODE_18127_length_257_cov_28.315176_1_337_-        -            112 CDD0007_no_cons      -            142   3.7e-11   43.8   0.0   1   1   1.9e-13   4.4e-11   43.5   0.0    15   128     4   111     1   112 0.87 -
mgm4747906.NODE_28996_length_1520_cov_53.670395_1_1599_-      -            530 CDD0007_no_cons      -            142   1.2e-10   42.1   0.0   1   1   1.1e-12   2.6e-10   41.0   0.0     1   137   256   391   256   394 0.82 -
mgm4747906.NODE_20775_length_333_cov_49.879879_1_413_-        -            136 CDD0007_no_cons      -            142   2.1e-10   41.3   0.0   1   1   1.1e-12   2.6e-10   41.0   0.0    16   121    34   133    17   136 0.79 -
mgm4747904.NODE_72673_length_242_cov_8.632232_1_318_-         -            105 CDD0007_no_cons      -            142   2.3e-10   41.2   0.0   1   1   1.1e-12   2.4e-10   41.1   0.0    54   133    29   105     1   105 0.73 -
mgm4747910.NODE_16542_length_306_cov_69.937912_1_382_-        -            127 CDD0007_no_cons      -            142   2.3e-10   41.2   0.0   1   1   1.2e-12   2.7e-10   41.0   0.0     2   120    15   127    14   127 0.91 -
mgm4747911.NODE_22511_length_247_cov_6.263158_1_323_+         -            107 CDD0007_no_cons      -            142   1.2e-09   38.9   0.0   1   1     6e-12   1.4e-09   38.7   0.0    16   113    14   105     2   107 0.90 -
mgm4747911.NODE_53052_length_398_cov_17.484924_1_474_+        -            156 CDD0007_no_cons      -            142   2.4e-09   37.9   0.0   1   1   1.3e-11   3.1e-09   37.6   0.0    25   137     6   112     1   115 0.75 -
mgm4747910.NODE_18756_length_277_cov_36.025272_1_353_+        -            116 CDD0007_no_cons      -            142   3.3e-09   37.5   0.0   1   1   2.3e-11   5.3e-09   36.8   0.0    81   137     6    59     3    62 0.93 -
mgm4747911.NODE_45421_length_2821_cov_172.551575_1_2895_+     -            962 CDD0007_no_cons      -            142   9.1e-09   36.0   0.0   1   1   1.5e-10   3.4e-08   34.2   0.0     5   116   852   960   848   962 0.91 -
mgm4747904.NODE_33208_length_365_cov_90.580818_1_441_-        -            146 CDD0007_no_cons      -            142   1.1e-08   35.8   0.0   1   1   5.8e-11   1.3e-08   35.5   0.0    55   137     2    82     1    85 0.85 -
mgm4747906.NODE_19588_length_433_cov_10.812933_1_513_+        -            170 CDD0007_no_cons      -            142   1.3e-08   35.5   0.0   1   1   9.1e-11   2.1e-08   34.9   0.0    92   141     4    51     2    52 0.93 -
mgm4747906.NODE_4632_length_685_cov_28.035036_1_765_-         -            254 CDD0007_no_cons      -            142   1.7e-08   35.1   0.0   1   1     1e-10   2.3e-08   34.7   0.0    74   138   187   248   124   252 0.81 -
mgm4747911.NODE_16068_length_352_cov_29.085228_1_428_-        -            141 CDD0007_no_cons      -            142   2.2e-08   34.8   0.0   1   1   1.3e-10     3e-08   34.3   0.0    16   114    49   141    32   141 0.81 -
mgm4747906.NODE_52141_length_320_cov_9.737500_1_400_+         -            131 CDD0007_no_cons      -            142   2.6e-08   34.5   0.0   1   1   1.5e-10   3.5e-08   34.1   0.0    63   128    69   131    60   131 0.91 -
mgm4747910.NODE_31176_length_241_cov_58.585064_1_317_+        -            104 CDD0007_no_cons      -            142   2.9e-08   34.4   0.0   1   1   1.4e-10   3.2e-08   34.3   0.0    12   101     9    96     1   101 0.87 -
mgm4747911.NODE_69249_length_1325_cov_176.693588_1_1400_-     -            466 CDD0007_no_cons      -            142   4.4e-08   33.8   0.1   1   1   4.3e-10   9.8e-08   32.7   0.1    94   141     1    45     1    46 0.94 -
mgm4747906.NODE_42436_length_326_cov_29.993866_1_406_-        -            134 CDD0007_no_cons      -            142   8.2e-08   32.9   0.0   1   1   4.5e-10     1e-07   32.6   0.0     1   104    22   126    22   134 0.83 -
mgm4747911.NODE_4211_length_279_cov_15.939068_1_355_+         -            117 CDD0007_no_cons      -            142   1.1e-07   32.6   0.0   1   1   7.3e-10   1.7e-07   31.9   0.0    84   139     1    54     1    57 0.93 -
mgm4747910.NODE_152_length_12875_cov_175.838211_9310_11721_+  -            798 CDD0007_no_cons      -            142   1.4e-07   32.2   0.0   1   1     2e-09   4.5e-07   30.5   0.0     1   135   481   621   481   627 0.88 -
mgm4747905.NODE_7429_length_250_cov_82.851997_1_322_-         -            106 CDD0007_no_cons      -            142   1.4e-07   32.1   0.0   1   1   7.2e-10   1.7e-07   31.9   0.0     1    87    21   106    21   106 0.92 -
mgm4747911.NODE_6346_length_642_cov_8.353582_1_718_-          -            237 CDD0007_no_cons      -            142   1.5e-07   32.1   0.0   1   1     1e-09   2.3e-07   31.5   0.0    17   114   137   228   119   234 0.78 -
mgm4747904.NODE_45156_length_283_cov_14.070671_1_359_+        -            119 CDD0007_no_cons      -            142   1.7e-07   31.9   0.0   1   1   9.1e-10   2.1e-07   31.6   0.0     1   103    13   116    13   118 0.85 -
mgm4747911.NODE_52365_length_254_cov_9.047244_1_330_+         -            109 CDD0007_no_cons      -            142   5.5e-07   30.3   0.0   1   1   3.2e-09   7.4e-07   29.8   0.0    16   121     8   109     3   109 0.83 -
mgm4747911.NODE_24326_length_413_cov_13.268765_1_489_+        -            162 CDD0007_no_cons      -            142     2e-06   28.4   0.0   1   1   1.2e-08   2.8e-06   28.0   0.0     2   104    61   160    60   162 0.85 -
mgm4747911.NODE_75682_length_230_cov_16.134783_1_306_+        -            101 CDD0007_no_cons      -            142   2.3e-06   28.3   0.0   1   1   1.2e-08   2.7e-06   28.0   0.0    52   107    40    94     2   101 0.78 -
mgm4747911.NODE_71446_length_291_cov_9.742268_1_367_+         -            121 CDD0007_no_cons      -            142   1.3e-05   25.8   0.0   1   1   6.5e-08   1.5e-05   25.6   0.0    62   140    33   110     3   112 0.73 -
mgm4747911.NODE_2430_length_4477_cov_20.519321_1_835_+        -            275 CDD0007_no_cons      -            142   1.4e-05   25.7   0.0   1   1   1.1e-07   2.5e-05   24.9   0.0    67   135    26    98     3   104 0.76 -
mgm4747909.NODE_3585_length_2270_cov_220.511459_626_2348_-    -            570 CDD0007_no_cons      -            142   5.9e-05   23.7   0.0   1   1     4e-07   9.1e-05   23.1   0.0     6   135   342   479   337   486 0.77 -
mgm4747904.NODE_52700_length_910_cov_31.052748_488_986_+      -            164 CDD0007_no_cons      -            142   7.3e-05   23.4   0.1   1   1   4.6e-07    0.0001   22.9   0.1    91   137     3    47     1    50 0.91 -
mgm4747906.NODE_46422_length_244_cov_10.606558_1_324_-        -            107 CDD0007_no_cons      -            142   0.00012   22.7   0.0   1   1   5.4e-07   0.00012   22.6   0.0    51   122    26    91     1   107 0.69 -
mgm4747911.NODE_317_length_8168_cov_33.342800_4310_6680_+     -            786 CDD0007_no_cons      -            142   0.00015   22.3   0.0   1   1   2.6e-06    0.0006   20.4   0.0     1   105   626   726   626   765 0.80 -
mgm4747910.NODE_132_length_40468_cov_301.405823_6730_8546_+   -            600 CDD0007_no_cons      -            142   0.00017   22.2   0.0   1   1   1.9e-06   0.00043   20.9   0.0    15   140   462   591   450   593 0.83 -
mgm4747906.NODE_32945_length_1502_cov_49.249001_1_1581_+      -            525 CDD0007_no_cons      -            142   0.00017   22.2   0.0   1   1   1.3e-06   0.00029   21.4   0.0     1   105   360   460   360   500 0.79 -
mgm4747906.NODE_49817_length_700_cov_16.067142_1_471_+        -            156 CDD0007_no_cons      -            142   0.00033   21.3   0.0   1   1   2.1e-06   0.00047   20.8   0.0    15   139     9   133     2   135 0.77 -
