#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
mgm4779568.GM034OG01BIVXR_1_145_+ -             47 CDD0001_no_cons      -            275       3.1   11.2   1.8   1   1   0.00012       3.2   11.2   1.8    79   114    10    43     5    47 0.86 -
mgm4779606.GM034OG02JBOYI_1_392_-   -            130 CDD0003_no_cons      -            320   3.4e-23   86.4   0.1   1   1   2.9e-27   3.8e-23   86.2   0.1   183   311     2   130     1   130 0.97 -
mgm4779568.GM034OG01C781F_1_408_+   -            134 CDD0003_no_cons      -            320   1.4e-22   84.4   0.0   1   1   1.2e-26   1.5e-22   84.3   0.0   147   236    16   115     1   120 0.91 -
mgm4779606.GM034OG02ILTKK_1_329_+   -            107 CDD0003_no_cons      -            320   1.5e-21   81.0   0.0   1   1   1.2e-25   1.6e-21   80.9   0.0   105   209     2   106     1   107 0.92 -
mgm4779568.GM034OG01DE2PM_1_252_+   -             83 CDD0003_no_cons      -            320   6.6e-19   72.3   0.0   1   1   5.4e-23   7.1e-19   72.2   0.0   228   305     2    82     1    83 0.93 -
mgm4779606.GM034OG02FTWIO_1_410_+   -            135 CDD0003_no_cons      -            320   8.4e-17   65.4   0.1   1   1   1.3e-20   1.7e-16   64.4   0.1   163   309     2   135     1   135 0.87 -
mgm4779568.GM034OG01AYGTP_87_354_-  -             88 CDD0003_no_cons      -            320   1.2e-16   64.9   0.0   1   1   9.4e-21   1.2e-16   64.8   0.0   245   320     6    86     1    86 0.94 -
mgm4779606.GM034OG02IPNIA_87_354_-  -             88 CDD0003_no_cons      -            320   1.2e-16   64.9   0.0   1   1   9.4e-21   1.2e-16   64.8   0.0   245   320     6    86     1    86 0.94 -
mgm4779606.GM034OG02GGQLL_1_462_+   -            152 CDD0003_no_cons      -            320   4.9e-15   59.6   0.1   1   1   4.3e-19   5.7e-15   59.4   0.1     6    80    43   117    38   136 0.93 -
mgm4779606.GM034OG02JSKTT_1_283_+   -             93 CDD0003_no_cons      -            320   2.5e-14   57.2   0.0   1   1   2.2e-18   2.8e-14   57.1   0.0   241   314    11    93     3    93 0.89 -
mgm4779606.GM034OG02HS7H0_1_286_-   -             94 CDD0003_no_cons      -            320   3.4e-12   50.2   0.0   1   1   2.8e-16   3.7e-12   50.1   0.0   179   242     4    67     2    93 0.82 -
mgm4779568.GM034OG01ECP3G_1_324_+   -            107 CDD0003_no_cons      -            320     7e-12   49.2   0.0   1   1   5.8e-16   7.6e-12   49.1   0.0    93   188     2   107     1   107 0.96 -
mgm4779568.GM034OG01AOMS1_254_410_- -             51 CDD0003_no_cons      -            320   8.9e-09   39.0   0.0   1   1   7.2e-13   9.4e-09   38.9   0.0   272   320     1    49     1    49 0.98 -
mgm4779606.GM034OG02FP81L_1_426_+   -            140 CDD0003_no_cons      -            320   3.4e-08   37.1   0.0   1   1   3.5e-12   4.6e-08   36.7   0.0     1    56    84   139    84   140 0.94 -
mgm4779568.GM034OG01D1VRC_127_476_- -            115 CDD0003_no_cons      -            320   4.2e-08   36.8   0.1   1   1   3.5e-12   4.6e-08   36.7   0.1   244   316    30   109     5   113 0.85 -
mgm4779606.GM034OG02FHOXO_1_409_+   -            135 CDD0003_no_cons      -            320   0.00028   24.3   0.7   1   1   2.6e-08   0.00034   24.0   0.7    72   160    49   131    27   134 0.83 -
mgm4779606.GM034OG02JDU70_1_342_-   -            113 CDD0003_no_cons      -            320   0.00047   23.5   0.0   1   1   4.3e-08   0.00056   23.3   0.0     9    98    13   103     8   110 0.94 -
mgm4779606.GM034OG02I4TKA_1_183_+   -             60 CDD0003_no_cons      -            320    0.0086   19.4   0.0   1   1   6.6e-07    0.0087   19.3   0.0   102   145    15    58     4    60 0.87 -
mgm4779568.GM034OG01C510T_1_501_-   -            166 CDD0003_no_cons      -            320     0.053   16.8   0.1   1   1   4.9e-06     0.065   16.5   0.1    62   145    43   132    38   153 0.78 -
mgm4779568.GM034OG01AYEJY_1_410_-   -            136 CDD0003_no_cons      -            320      0.16   15.2   0.2   1   1   1.5e-05      0.19   14.9   0.2    76   205     7   132     3   136 0.73 -
mgm4779568.GM034OG01BK4C5_1_340_-   -            112 CDD0003_no_cons      -            320      0.29   14.3   0.4   1   1   2.5e-05      0.32   14.2   0.4   110   177     8    96     4   107 0.68 -
mgm4779568.GM034OG01EAP1M_1_397_-   -            131 CDD0003_no_cons      -            320      0.47   13.7   0.0   1   1     4e-05      0.53   13.5   0.0   153   241    44   118     7   130 0.75 -
mgm4779568.GM034OG01DGC4J_1_384_+   -            126 CDD0003_no_cons      -            320       1.6   11.9   0.0   1   1   0.00016       2.1   11.5   0.0    95   159    33    95    26   103 0.79 -
mgm4779568.GM034OG01AN11T_1_250_+   -             82 CDD0003_no_cons      -            320       1.7   11.8   0.0   1   1   0.00015         2   11.6   0.0    61    90    25    54    15    63 0.88 -
mgm4779606.GM034OG02F9F7X_1_343_-   -            114 CDD0003_no_cons      -            320       3.4   10.8   0.0   1   1    0.0003       3.9   10.6   0.0   211   264    33    93    26   109 0.88 -
mgm4779568.GM034OG01CTKRD_1_391_+ -            129 CDD0004_no_cons      -            618     0.059   15.6   0.1   1   1     9e-07     0.071   15.3   0.1   486   556    30   100    22   113 0.84 -
mgm4779568.GM034OG01B9GIX_1_410_- -            135 CDD0004_no_cons      -            618      0.14   14.4   0.0   1   1     2e-06      0.16   14.2   0.0   264   319    45   104    42   121 0.81 -
mgm4779606.GM034OG02FUVB4_1_292_+ -             96 CDD0004_no_cons      -            618      0.23   13.6   0.0   1   1   3.1e-06      0.25   13.5   0.0   491   557     2    68     1    81 0.88 -
mgm4779606.GM034OG02FTEYQ_1_341_+ -            112 CDD0004_no_cons      -            618      0.26   13.4   0.4   1   1   3.7e-06      0.29   13.3   0.4    29    97    20    88    13   109 0.87 -
mgm4779606.GM034OG02IYV0L_1_456_+  -            150 CDD0005_no_cons      -            114      0.13   16.6   0.0   1   1   2.6e-06      0.21   15.9   0.0    18    64    96   142    88   149 0.88 -
mgm4779606.GM034OG02FQHJ5_22_142_+ -             38 CDD0005_no_cons      -            114       1.7   13.0   0.0   1   1   2.1e-05       1.7   13.0   0.0    59    82    10    33     7    38 0.88 -
mgm4779606.GM034OG02H687B_1_150_-  -             49 CDD0005_no_cons      -            114       2.2   12.6   0.0   1   1   2.9e-05       2.3   12.6   0.0    36    62    20    45     5    48 0.82 -
mgm4779606.GM034OG02G28SZ_1_164_-  -             54 CDD0005_no_cons      -            114         3   12.1   0.0   1   1   4.3e-05       3.4   12.0   0.0    37    62     9    33     3    42 0.81 -
mgm4779568.GM034OG01C1WX8_1_323_-   -            106 CDD0006_no_cons      -            188   3.8e-15   60.1   0.3   1   1     2e-19   4.4e-15   59.9   0.3     4    96     5   104     3   106 0.88 -
mgm4779568.GM034OG01DLXPU_1_345_-   -            114 CDD0006_no_cons      -            188   1.5e-13   54.9   0.0   1   1   7.1e-18   1.6e-13   54.8   0.0     6   103     9   109     4   114 0.89 -
mgm4779606.GM034OG02F9NHP_1_421_+   -            139 CDD0006_no_cons      -            188     1e-12   52.2   0.4   1   2   1.2e-15   2.6e-11   47.6   0.1     4    68     5    71     3    77 0.93 -
mgm4779606.GM034OG02F9NHP_1_421_+   -            139 CDD0006_no_cons      -            188     1e-12   52.2   0.4   2   2      0.05   1.1e+03    3.1   0.0    67   113    92   134    82   138 0.75 -
mgm4779568.GM034OG01BGQRG_1_410_+   -            135 CDD0006_no_cons      -            188   1.5e-12   51.7   0.4   1   2   1.1e-15   2.5e-11   47.7   0.1     4    68     5    71     3    77 0.93 -
mgm4779568.GM034OG01BGQRG_1_410_+   -            135 CDD0006_no_cons      -            188   1.5e-12   51.7   0.4   2   2     0.074   1.7e+03    2.6   0.0    67   112    92   133    82   135 0.71 -
mgm4779568.GM034OG01BP4DC_1_326_-   -            108 CDD0006_no_cons      -            188   3.6e-06   30.8   0.0   1   1   1.8e-10   4.1e-06   30.6   0.0    13    86    28   104    22   108 0.90 -
mgm4779606.GM034OG02GQ7CZ_1_360_-   -            119 CDD0006_no_cons      -            188   4.7e-06   30.4   0.0   1   1   2.5e-10   5.6e-06   30.2   0.0    13    86    39   115    33   119 0.90 -
mgm4779568.GM034OG01C6SN2_1_415_+   -            136 CDD0006_no_cons      -            188   5.6e-06   30.2   0.0   1   1   2.9e-10   6.5e-06   30.0   0.0     6    70    41   105    36   124 0.85 -
mgm4779568.GM034OG01C84UH_1_170_+   -             56 CDD0006_no_cons      -            188    0.0011   22.7   0.0   1   1   5.3e-08    0.0012   22.6   0.0    11    48     6    43     2    55 0.91 -
mgm4779606.GM034OG02HRNTW_1_220_+   -             73 CDD0006_no_cons      -            188    0.0013   22.4   0.0   1   1     6e-08    0.0013   22.4   0.0     8    48    20    60    13    72 0.88 -
mgm4779606.GM034OG02FOSR3_1_163_+   -             53 CDD0006_no_cons      -            188    0.0018   22.0   0.1   1   1   8.2e-08    0.0019   22.0   0.1    17    57     1    43     1    50 0.90 -
mgm4779568.GM034OG01BYGZK_1_313_-   -            102 CDD0006_no_cons      -            188       0.4   14.4   0.0   1   1   2.2e-05       0.5   14.1   0.0    86   139    17    70    10    77 0.86 -
mgm4779568.GM034OG01DYR3B_120_399_+ -             92 CDD0006_no_cons      -            188       1.3   12.7   0.1   1   1   6.3e-05       1.4   12.6   0.1    77   160     1    84     1    91 0.90 -
mgm4779606.GM034OG02HD5B7_1_243_-   -             79 CDD0006_no_cons      -            188       1.5   12.5   0.0   1   1   7.9e-05       1.8   12.3   0.0    99   139     7    47     2    54 0.83 -
mgm4779568.GM034OG01BXTB7_1_260_-   -             85 CDD0006_no_cons      -            188       2.6   11.7   0.0   1   1   0.00012       2.6   11.7   0.0    24    75     2    53     1    81 0.78 -
mgm4779568.GM034OG01AGJ6V_1_461_-   -            152 CDD0007_no_cons      -            142   1.6e-35  126.5   0.0   1   1   3.8e-39   1.8e-35  126.4   0.0     2   141     1   140     1   141 0.95 -
mgm4779568.GM034OG01AK712_1_410_+   -            135 CDD0007_no_cons      -            142   1.5e-26   97.5   0.0   1   1   3.5e-30   1.7e-26   97.3   0.0     1   133     4   134     4   135 0.92 -
mgm4779606.GM034OG02HV79S_1_449_+   -            148 CDD0007_no_cons      -            142   1.6e-26   97.4   0.0   1   1   3.6e-30   1.7e-26   97.3   0.0    15   141     4   134     1   135 0.94 -
mgm4779568.GM034OG01AQ9NL_1_542_-   -            179 CDD0007_no_cons      -            142   1.8e-26   97.2   0.0   1   1   5.5e-30   2.7e-26   96.7   0.0    14   141     5   136     1   137 0.93 -
mgm4779568.GM034OG01EM229_1_525_-   -            174 CDD0007_no_cons      -            142   9.5e-22   81.9   0.1   1   1   2.3e-25   1.1e-21   81.7   0.1     2   141    25   160    24   161 0.95 -
mgm4779568.GM034OG01B9BWR_1_410_+   -            135 CDD0007_no_cons      -            142   1.7e-21   81.1   0.0   1   1   4.2e-25     2e-21   80.9   0.0     1   115    18   133    18   135 0.93 -
mgm4779568.GM034OG01C0CB0_1_396_-   -            130 CDD0007_no_cons      -            142     1e-20   78.6   0.0   1   1     3e-24   1.5e-20   78.1   0.0    54   141     2    85     1    86 0.96 -
mgm4779606.GM034OG02G7HHZ_1_415_+   -            137 CDD0007_no_cons      -            142   5.9e-19   72.9   0.0   1   1   1.8e-22   8.5e-19   72.3   0.0    58   141     2    81     1    82 0.96 -
mgm4779568.GM034OG01BMXS8_1_440_-   -            146 CDD0007_no_cons      -            142   6.5e-18   69.5   0.0   1   1   1.9e-21   9.1e-18   69.0   0.0     1    87    58   146    58   146 0.94 -
mgm4779568.GM034OG01BW6JG_1_477_-   -            157 CDD0007_no_cons      -            142   3.3e-16   64.0   0.0   1   1   7.9e-20   3.8e-16   63.8   0.0     2   123    31   153    30   157 0.93 -
mgm4779568.GM034OG01EJ5TK_1_329_+   -            109 CDD0007_no_cons      -            142   2.7e-15   61.0   0.0   1   1   6.6e-19   3.2e-15   60.8   0.0     1    89    17   108    17   109 0.93 -
mgm4779606.GM034OG02GB7BC_1_396_+   -            130 CDD0007_no_cons      -            142   2.3e-14   58.0   0.0   1   1     7e-18   3.4e-14   57.4   0.0    62   141     2    77     1    78 0.91 -
mgm4779606.GM034OG02GG4D0_1_493_-   -            163 CDD0007_no_cons      -            142   2.5e-14   57.9   0.0   1   1   6.4e-18   3.1e-14   57.6   0.0     2   139    22   155    21   157 0.91 -
mgm4779568.GM034OG01EHOBN_1_417_+   -            137 CDD0007_no_cons      -            142   9.1e-12   49.6   0.0   1   1   2.2e-15   1.1e-11   49.3   0.0     9   138     5   129     1   131 0.89 -
mgm4779606.GM034OG02J5OZF_1_293_+   -             97 CDD0007_no_cons      -            142   2.5e-11   48.1   0.0   1   1   5.6e-15   2.7e-11   48.0   0.0    16   105     3    94     1    97 0.91 -
mgm4779568.GM034OG01BPOFZ_19_398_-  -            125 CDD0007_no_cons      -            142   7.2e-11   46.7   0.0   1   1   1.9e-14   9.2e-11   46.3   0.0    54   138    15    97     6   100 0.89 -
mgm4779606.GM034OG02ISYXB_1_407_-   -            135 CDD0007_no_cons      -            142     9e-11   46.3   0.0   1   1   2.7e-14   1.3e-10   45.8   0.0     1    69    57   129    57   135 0.88 -
mgm4779568.GM034OG01AYEIX_1_337_-   -            112 CDD0007_no_cons      -            142     1e-10   46.1   0.0   1   1   3.4e-14   1.7e-10   45.5   0.0     1    68    38   109    38   111 0.91 -
mgm4779606.GM034OG02HYY9R_1_363_-   -            120 CDD0007_no_cons      -            142   3.6e-09   41.2   0.0   1   1   1.7e-12   8.1e-09   40.0   0.0     1    45    68   112    68   118 0.94 -
mgm4779606.GM034OG02GXQTF_1_234_+   -             77 CDD0007_no_cons      -            142     4e-09   41.0   0.4   1   1   9.7e-13   4.7e-09   40.8   0.4    91   141     3    51     1    52 0.94 -
mgm4779606.GM034OG02IDA19_13_408_+  -            129 CDD0007_no_cons      -            142   6.7e-09   40.3   0.4   1   1   2.8e-12   1.3e-08   39.3   0.4    91   141     2    50     1    51 0.94 -
mgm4779568.GM034OG01B5KD2_1_483_+   -            160 CDD0007_no_cons      -            142   1.4e-08   39.2   0.0   1   1   5.3e-12   2.6e-08   38.4   0.0     1    48   101   148   101   160 0.88 -
mgm4779606.GM034OG02HDLAN_1_392_+   -            129 CDD0007_no_cons      -            142   1.6e-08   39.0   0.0   1   1   4.3e-12   2.1e-08   38.7   0.0    61   140    15    93     6    95 0.89 -
mgm4779568.GM034OG01AWLOK_1_464_-   -            153 CDD0007_no_cons      -            142   2.4e-08   38.5   0.0   1   1   6.2e-12     3e-08   38.2   0.0    16   139     1   120     1   122 0.89 -
mgm4779606.GM034OG02GDIPV_1_437_+   -            144 CDD0007_no_cons      -            142     4e-08   37.8   0.0   1   1     1e-11     5e-08   37.4   0.0    10   138     4   127     1   130 0.84 -
mgm4779568.GM034OG01AG9G6_1_343_+   -            113 CDD0007_no_cons      -            142   9.2e-08   36.6   0.2   1   1   3.3e-11   1.6e-07   35.8   0.2    94   141     1    46     1    47 0.95 -
mgm4779606.GM034OG02HBK5L_1_243_-   -             79 CDD0007_no_cons      -            142   1.6e-06   32.6   0.0   1   1     5e-10   2.4e-06   32.0   0.0     1    31    45    75    45    78 0.96 -
mgm4779606.GM034OG02ISARP_1_342_+   -            113 CDD0007_no_cons      -            142   2.5e-06   31.9   0.0   1   1   5.9e-10   2.9e-06   31.7   0.0    36   137     4   104     1   108 0.78 -
mgm4779606.GM034OG02IAVWS_1_352_+   -            116 CDD0007_no_cons      -            142   3.2e-06   31.6   0.0   1   1   1.6e-09   7.7e-06   30.3   0.0     1    35    74   108    74   115 0.91 -
mgm4779568.GM034OG01DE8RY_1_444_-   -            147 CDD0007_no_cons      -            142   4.8e-06   31.0   0.0   1   1   2.1e-09     1e-05   30.0   0.0     1    31   116   146   116   147 0.97 -
mgm4779568.GM034OG01BIFPJ_1_364_+   -            118 CDD0007_no_cons      -            142   5.5e-06   30.8   0.3   1   1   1.8e-09   8.6e-06   30.2   0.3    89   141     2    52     1    53 0.94 -
mgm4779606.GM034OG02IROIM_1_340_+   -            111 CDD0007_no_cons      -            142     6e-06   30.7   0.0   1   1   1.8e-09   8.7e-06   30.2   0.0    82   138     6    60     2    63 0.90 -
mgm4779606.GM034OG02GVUBG_1_410_-   -            135 CDD0007_no_cons      -            142     6e-06   30.7   0.1   1   1   1.7e-09   8.5e-06   30.2   0.1    63   138    24    96     3    99 0.84 -
mgm4779606.GM034OG02GLSGA_1_385_+   -            128 CDD0007_no_cons      -            142   8.4e-06   30.2   0.2   1   1   3.2e-09   1.6e-05   29.4   0.2    11   132    17   128     7   128 0.69 -
mgm4779568.GM034OG01CGCG9_1_157_-   -             51 CDD0007_no_cons      -            142   2.5e-05   28.7   0.2   1   1   5.6e-09   2.7e-05   28.6   0.2    98   141     1    42     1    43 0.95 -
mgm4779606.GM034OG02JI838_1_387_-   -            127 CDD0007_no_cons      -            142   2.6e-05   28.6   0.2   1   1   9.2e-09   4.5e-05   27.9   0.2    99   141     1    41     1    42 0.94 -
mgm4779606.GM034OG02G8FMJ_1_321_-   -            106 CDD0007_no_cons      -            142   4.6e-05   27.9   0.4   1   1   1.5e-08   7.4e-05   27.2   0.2    99   140     1    40     1    42 0.94 -
mgm4779606.GM034OG02FJ0T6_1_410_-   -            135 CDD0007_no_cons      -            142   0.00025   25.5   0.0   1   1   5.6e-08   0.00027   25.3   0.0    73   136    54   122     2   127 0.81 -
mgm4779568.GM034OG01EAC2J_1_389_+   -            128 CDD0007_no_cons      -            142   0.00036   24.9   0.0   1   1     1e-07   0.00049   24.5   0.0     1    36    91   126    91   128 0.94 -
mgm4779568.GM034OG01BORT2_1_396_-   -            131 CDD0007_no_cons      -            142   0.00042   24.7   0.0   1   1   1.4e-07   0.00067   24.1   0.0     1    34    97   130    97   131 0.96 -
mgm4779568.GM034OG01EXQWH_1_307_+   -            101 CDD0007_no_cons      -            142   0.00043   24.7   0.0   1   1   1.1e-07   0.00051   24.4   0.0    87   139     1    51     1    54 0.92 -
mgm4779568.GM034OG01D0IG2_1_428_-   -            141 CDD0007_no_cons      -            142   0.00089   23.7   0.2   1   1   4.1e-07     0.002   22.5   0.2   105   141     3    37     1    38 0.90 -
mgm4779568.GM034OG01CDWOK_1_381_-   -            126 CDD0007_no_cons      -            142    0.0012   23.2   0.0   1   1   3.5e-07    0.0017   22.8   0.0     1    57    70   125    70   126 0.95 -
mgm4779606.GM034OG02GPRGK_1_496_-   -            164 CDD0007_no_cons      -            142    0.0014   23.0   0.0   1   1   3.8e-07    0.0018   22.6   0.0     7   101    66   156    60   160 0.91 -
mgm4779606.GM034OG02HP14W_1_401_+   -            132 CDD0007_no_cons      -            142    0.0017   22.8   0.1   1   1     6e-07    0.0029   22.0   0.1    92   139     3    47     1    49 0.92 -
mgm4779606.GM034OG02IGKOV_1_198_-   -             64 CDD0007_no_cons      -            142    0.0019   22.6   0.0   1   1   6.3e-07    0.0031   21.9   0.0     1    25    40    64    40    64 0.97 -
mgm4779568.GM034OG01AFPEN_1_150_+   -             48 CDD0007_no_cons      -            142     0.027   18.9   0.3   1   1   5.6e-06     0.027   18.9   0.3   110   141     7    36     1    37 0.87 -
mgm4779606.GM034OG02JDG3C_1_182_+   -             60 CDD0007_no_cons      -            142     0.041   18.3   0.0   1   1   1.2e-05      0.06   17.7   0.0     1    21    29    49    29    57 0.92 -
mgm4779568.GM034OG01EA4IJ_1_302_+   -             99 CDD0007_no_cons      -            142     0.052   17.9   0.0   1   1   1.3e-05     0.062   17.7   0.0    59   134     4    77     1    81 0.82 -
mgm4779606.GM034OG02IRPUY_1_144_+   -             47 CDD0007_no_cons      -            142      0.11   16.9   0.1   1   1   2.2e-05      0.11   16.9   0.1    96   137     5    46     1    47 0.75 -
mgm4779568.GM034OG01DIRZA_1_439_+   -            145 CDD0007_no_cons      -            142      0.22   15.9   0.0   1   1   8.6e-05      0.42   15.0   0.0    31   137    15   133    10   138 0.73 -
mgm4779568.GM034OG01CQZ4R_1_274_+   -             91 CDD0007_no_cons      -            142      0.26   15.7   0.0   1   1   5.8e-05      0.28   15.6   0.0    14    99     3    90     1    91 0.79 -
mgm4779606.GM034OG02GYR81_1_190_+   -             62 CDD0007_no_cons      -            142      0.29   15.5   0.0   1   1   6.3e-05       0.3   15.5   0.0    16    53    18    55     9    61 0.91 -
mgm4779568.GM034OG01B13OK_1_409_-   -            135 CDD0007_no_cons      -            142      0.33   15.3   0.0   1   1   8.9e-05      0.43   15.0   0.0     1    48    71   118    71   133 0.87 -
mgm4779568.GM034OG01B0FBT_1_321_+   -            106 CDD0007_no_cons      -            142      0.44   14.9   0.0   1   1   0.00012      0.56   14.6   0.0     1    45    43    87    43   103 0.88 -
mgm4779568.GM034OG01DTTE7_1_303_+   -            100 CDD0007_no_cons      -            142      0.47   14.8   0.1   1   1    0.0013       6.5   11.1   0.1   108   140    45    79     1    81 0.70 -
mgm4779568.GM034OG01EBMHJ_1_352_-   -            116 CDD0007_no_cons      -            142      0.48   14.8   0.4   1   1    0.0002      0.99   13.8   0.4   115   141     2    26     1    27 0.88 -
mgm4779606.GM034OG02GLXDE_92_441_-  -            114 CDD0007_no_cons      -            142      0.68   14.3   0.0   1   1   0.00016       0.8   14.1   0.0    23   106     3    87     1   106 0.74 -
mgm4779606.GM034OG02I7Z34_1_275_-   -             91 CDD0007_no_cons      -            142       0.7   14.3   0.1   1   1   0.00016      0.76   14.2   0.1    21   104     4    89     1    91 0.77 -
mgm4779568.GM034OG01B8UMY_1_279_+   -             90 CDD0007_no_cons      -            142      0.92   13.9   0.0   1   1   0.00022       1.1   13.7   0.0    29    95     6    72     2    85 0.90 -
mgm4779606.GM034OG02IEQRE_1_281_+   -             92 CDD0007_no_cons      -            142      0.99   13.8   0.1   1   1   0.00031       1.5   13.2   0.1   101   134    13    47     8    53 0.89 -
mgm4779568.GM034OG01DRNLU_104_405_- -             99 CDD0007_no_cons      -            142       1.1   13.6   0.1   1   1   0.00034       1.7   13.1   0.1   101   134    20    54    14    60 0.89 -
mgm4779606.GM034OG02GXI36_1_158_+   -             52 CDD0007_no_cons      -            142       1.3   13.4   0.1   1   1   0.00029       1.4   13.3   0.1    13    55     5    47     1    50 0.91 -
mgm4779568.GM034OG01DQHTL_1_406_-   -            133 CDD0007_no_cons      -            142       2.7   12.4   0.0   1   1     0.001       4.9   11.5   0.0    98   141     1    41     1    42 0.91 -
mgm4779606.GM034OG02HURY2_1_368_-   -            120 CDD0007_no_cons      -            142       4.6   11.6   1.1   1   2      0.11   5.3e+02    5.0   0.2   122   133    19    30     9    36 0.87 -
mgm4779606.GM034OG02HURY2_1_368_-   -            120 CDD0007_no_cons      -            142       4.6   11.6   1.1   2   2     0.068   3.3e+02    5.6   0.0   102   134    39    70    33    78 0.80 -
mgm4779568.GM034OG01C6SN2_1_415_+ -            136 CDD0008_no_cons      -             91   0.00049   24.3   0.3   1   1     4e-08    0.0008   23.6   0.3     4    31    53    80    51    83 0.93 -
mgm4779568.GM034OG01DLXPU_1_345_- -            114 CDD0008_no_cons      -             91   0.00079   23.6   0.4   1   2   1.4e-07    0.0027   21.9   0.2     2    28    19    45    18    51 0.90 -
mgm4779568.GM034OG01DLXPU_1_345_- -            114 CDD0008_no_cons      -             91   0.00079   23.6   0.4   2   2       1.6   3.2e+04   -0.7   0.0    54    71    57    74    54    86 0.80 -
mgm4779606.GM034OG02H947A_1_317_- -            105 CDD0008_no_cons      -             91     0.017   19.4   1.9   1   1   1.2e-06     0.024   18.9   1.9    14    75    39   100    34   104 0.91 -
mgm4779568.GM034OG01C84UH_1_170_+ -             56 CDD0008_no_cons      -             91     0.032   18.5   0.0   1   1   1.8e-06     0.036   18.3   0.0     5    31    14    40    12    52 0.89 -
mgm4779606.GM034OG02FOSR3_1_163_+ -             53 CDD0008_no_cons      -             91     0.045   18.0   0.1   1   1   2.5e-06     0.049   17.9   0.1     6    35     4    35     2    52 0.83 -
mgm4779606.GM034OG02HRNTW_1_220_+ -             73 CDD0008_no_cons      -             91     0.056   17.7   0.0   1   1   3.7e-06     0.073   17.3   0.0     5    31    31    57    29    67 0.89 -
mgm4779606.GM034OG02I5WMZ_1_275_- -             90 CDD0008_no_cons      -             91     0.085   17.1   1.0   1   1   9.9e-06      0.19   16.0   1.0     2    83     3    77     2    85 0.81 -
mgm4779568.GM034OG01BP4DC_1_326_- -            108 CDD0008_no_cons      -             91      0.11   16.7   0.0   1   1   8.3e-06      0.16   16.2   0.0     1    32    30    61    30    83 0.84 -
mgm4779606.GM034OG02GQ7CZ_1_360_- -            119 CDD0008_no_cons      -             91      0.14   16.5   0.0   1   1     1e-05       0.2   15.9   0.0     1    32    41    72    41    94 0.84 -
mgm4779568.GM034OG01CTHWB_1_246_+ -             81 CDD0008_no_cons      -             91      0.14   16.4   0.9   1   1     1e-05       0.2   15.9   0.9    14    65     6    57     3    60 0.86 -
