#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
mgm4445845.FO0DNDO03GWLHB_1_277_+ -             91 CDD0010_no_cons      -            384    0.0014   19.8   0.0   1   1   4.2e-07    0.0017   19.5   0.0   337   378     2    43     1    47 0.92 -
mgm4445845.FO0DNDO03FVY97_1_167_- -             55 CDD0010_no_cons      -            384     0.024   15.8   0.0   1   1     6e-06     0.025   15.7   0.0   345   378     3    36     1    39 0.88 -
mgm4445845.FO0DNDO03G7KU8_1_377_+ -            125 CDD0010_no_cons      -            384       0.1   13.7   4.4   1   1   1.1e-05     0.045   14.8   2.7     6    81    33   113    19   123 0.77 -
mgm4445845.FO0DNDO03GY1M9_1_357_+ -            117 CDD0010_no_cons      -            384      0.13   13.3   2.3   1   1   3.5e-05      0.15   13.2   2.3    22    89    17    91     2   107 0.71 -
mgm4445845.FO0DNDO03F7F81_1_389_- -            128 CDD0010_no_cons      -            384      0.19   12.8   0.7   1   1   4.6e-05      0.19   12.8   0.7     3    73     3    77     1   112 0.79 -
mgm4445845.FO0DNDO03G9KMJ_1_411_- -            135 CDD0010_no_cons      -            384       0.2   12.7   0.4   1   1   5.1e-05      0.21   12.6   0.4    16    81    19    84     4   130 0.65 -
mgm4445845.FO0DNDO03HEVHG_1_457_+ -            150 CDD0010_no_cons      -            384      0.27   12.3   0.0   1   1   7.7e-05      0.32   12.0   0.0   149   222     1    77     1    80 0.89 -
mgm4445845.FO0DNDO03F3JGF_1_271_+ -             89 CDD0010_no_cons      -            384      0.47   11.5   5.3   1   1   0.00012      0.51   11.4   5.3     2    57     2    58     1    77 0.70 -
mgm4445845.FO0DNDO03G128Q_1_466_- -            154 CDD0010_no_cons      -            384      0.47   11.5  10.0   1   1   0.00013      0.56   11.3  10.0     4    93    56   146    53   154 0.88 -
mgm4445845.FO0DNDO03GLPX3_1_344_+ -            114 CDD0010_no_cons      -            384       1.2   10.1   4.7   1   1   0.00035       1.5    9.9   4.7    15    84    34   101    23   113 0.59 -
mgm4445845.FO0DNDO03FY1DG_1_480_+ -            159 CDD0010_no_cons      -            384       2.6    9.0  10.3   1   2     0.044   1.9e+02    3.0   2.7     3    62     7    68     3    76 0.60 -
mgm4445845.FO0DNDO03FY1DG_1_480_+ -            159 CDD0010_no_cons      -            384       2.6    9.0  10.3   2   2   0.00016      0.66   11.0   0.9     3    63    77   146    75   153 0.79 -
mgm4445845.FO0DNDO03GXWMA_1_520_+ -            173 CDD0010_no_cons      -            384       3.2    8.8   4.5   1   1   0.00091       3.8    8.5   4.5    25    81    28    84    21   105 0.78 -
mgm4445845.FO0DNDO03GEYIW_1_356_- -            118 CDD0010_no_cons      -            384       3.6    8.6   5.6   1   1    0.0011       4.4    8.3   5.6     3    56    40   102    11   116 0.69 -
mgm4445845.FO0DNDO03FQ6ZJ_1_419_+ -            139 CDD0011_no_cons      -            327     0.074   14.2   0.2   1   1   1.2e-06     0.096   13.8   0.2    34    74    12    52     6    67 0.85 -
mgm4445845.FO0DNDO03G8TA8_9_351_- -            113 CDD0012_no_cons      -            395   5.3e-05   24.8   0.0   1   1   1.6e-09   6.3e-05   24.6   0.0    31   103    39   111    26   112 0.90 -
mgm4445845.FO0DNDO03FZ2XN_1_394_+ -            130 CDD0012_no_cons      -            395       0.9   10.9   0.0   1   1   2.8e-05       1.1   10.6   0.0     4    33     1    30     1    35 0.82 -
mgm4445845.FO0DNDO03GQ6AZ_1_212_+ -             69 CDD0013_no_cons      -            145     2e-05   26.8   0.0   1   1     6e-10   2.4e-05   26.6   0.0    96   141     1    43     1    46 0.88 -
mgm4445845.FO0DNDO03HENS3_1_384_- -            126 CDD0013_no_cons      -            145     0.049   15.8   0.0   1   1   1.8e-06      0.07   15.3   0.0    11    66    51   105    45   115 0.83 -
mgm4445845.FO0DNDO03GFLB9_1_432_+ -            142 CDD0015_no_cons      -            320      0.14   13.4   0.3   1   1   2.3e-06      0.19   13.0   0.3   193   263    17    87     2    90 0.87 -
mgm4445845.FO0DNDO03FLU25_1_352_- -            117 CDD0016_no_cons      -            460   1.4e-31  111.7   0.1   1   1   5.6e-36   1.5e-31  111.6   0.1   320   436     2   116     1   117 0.97 -
mgm4445845.FO0DNDO03G516W_1_327_+ -            107 CDD0016_no_cons      -            460   5.2e-14   53.7   0.1   1   1   2.3e-18   6.1e-14   53.5   0.1   401   456     2    57     1    61 0.96 -
mgm4445845.FO0DNDO03G7SUO_1_306_- -            101 CDD0016_no_cons      -            460     0.061   13.9   0.0   1   1   2.4e-06     0.063   13.9   0.0   326   366    37    77     2    84 0.79 -
mgm4445845.FO0DNDO03GYQ8U_32_407_+ -            123 CDD0017_no_cons      -            414      0.95   10.4   0.0   1   1   1.3e-05       1.1   10.3   0.0   185   219    57    97    32   101 0.69 -
mgm4445845.FO0DNDO03GDDHF_1_307_- -            102 CDD0018_no_cons      -            343   3.3e-17   64.7   0.0   1   1   1.3e-21   3.5e-17   64.6   0.0     2    82    17   100    16   102 0.95 -
mgm4445845.FO0DNDO03FUJUU_1_161_- -             52 CDD0018_no_cons      -            343      0.12   13.5   0.0   1   1     5e-06      0.13   13.4   0.0   299   331     4    36     2    44 0.94 -
mgm4445845.FO0DNDO03HAXU8_1_427_- -            140 CDD0018_no_cons      -            343      0.68   11.0   0.0   1   1   3.1e-05      0.83   10.7   0.0   234   263    81   110    78   120 0.79 -
mgm4445845.FO0DNDO03FVKG3_1_328_- -            108 CDD0019_no_cons      -            135     0.016   17.3   0.3   1   1     2e-06     0.022   16.8   0.3    35    85    43    96    32   104 0.78 -
mgm4445845.FO0DNDO03F5SXR_1_346_- -            114 CDD0019_no_cons      -            135      0.14   14.2   0.1   1   1   1.4e-05      0.16   14.0   0.1    56   102    15    64     2    91 0.60 -
mgm4445845.FO0DNDO03HKZOQ_1_324_+ -            107 CDD0019_no_cons      -            135      0.21   13.7   0.3   1   1   2.9e-05      0.33   13.0   0.3    59   123    28    94    11   100 0.63 -
mgm4445845.FO0DNDO03FLC5Q_1_463_+ -            153 CDD0019_no_cons      -            135       0.3   13.1   0.5   1   2    0.0005       5.7    9.0   0.2    85   130    23    68    14    72 0.84 -
mgm4445845.FO0DNDO03FLC5Q_1_463_+ -            153 CDD0019_no_cons      -            135       0.3   13.1   0.5   2   2      0.05   5.7e+02    2.5   0.0    88   125   106   143    88   152 0.67 -
mgm4445845.FO0DNDO03GZPSI_1_506_- -            168 CDD0019_no_cons      -            135       0.4   12.8   2.9   1   2   4.3e-05      0.49   12.5   0.1    46    88    14    55    11    80 0.75 -
mgm4445845.FO0DNDO03GZPSI_1_506_- -            168 CDD0019_no_cons      -            135       0.4   12.8   2.9   2   2      0.28   3.2e+03    0.1   0.3    59    69   123   132   113   155 0.53 -
mgm4445845.FO0DNDO03FX5M4_1_338_+ -            111 CDD0019_no_cons      -            135      0.59   12.2   0.5   1   1   6.1e-05      0.69   12.0   0.5    16   102    11   100     6   108 0.74 -
mgm4445845.FO0DNDO03HJZGP_1_313_- -            103 CDD0019_no_cons      -            135       1.8   10.7   8.5   1   1    0.0002       2.3   10.3   8.5    43   131     5    93     2    96 0.66 -
mgm4445845.FO0DNDO03FT36B_1_255_- -             84 CDD0020_no_cons      -            668      0.39   11.0   0.0   1   1   5.8e-06      0.46   10.8   0.0   299   358    14    74    10    79 0.85 -
mgm4445845.FO0DNDO03GQ8NC_1_416_- -            138 CDD0021_no_cons      -            663      0.13   12.9   7.2   1   1   5.5e-06      0.14   12.7   7.2   491   584     2    91     1   128 0.68 -
mgm4445845.FO0DNDO03HJ9I6_1_342_- -            112 CDD0021_no_cons      -            663      0.95   10.0   0.5   1   2      0.13   3.4e+03   -1.7   0.7   625   658     3    36     2    41 0.67 -
mgm4445845.FO0DNDO03HJ9I6_1_342_- -            112 CDD0021_no_cons      -            663      0.95   10.0   0.5   2   2   6.8e-05       1.8    9.1   0.0   245   272    60    91    42   106 0.80 -
mgm4445845.FO0DNDO03F9RA0_1_447_+ -            147 CDD0021_no_cons      -            663         1    9.9   0.0   1   1   4.4e-05       1.2    9.7   0.0   569   602    25    58    13    85 0.87 -
mgm4445845.FO0DNDO03FQS1F_1_470_- -            155 CDD0026_no_cons      -            469      0.21   12.5   0.1   1   1   2.9e-06      0.23   12.3   0.1    63   149    56   144    22   151 0.72 -
mgm4445845.FO0DNDO03GK825_1_424_+ -            140 CDD0028_no_cons      -            302      0.39   12.2   0.0   1   1   5.5e-06      0.44   12.1   0.0   123   178    59   113    32   132 0.82 -
mgm4445845.FO0DNDO03GBMO3_1_421_- -            139 CDD0030_no_cons      -            316      0.34   12.4   0.4   1   2    0.0032   2.5e+02    3.0   0.0   138   167     9    39     2    75 0.74 -
mgm4445845.FO0DNDO03GBMO3_1_421_- -            139 CDD0030_no_cons      -            316      0.34   12.4   0.4   2   2   8.8e-05         7    8.1   0.1    93   119   108   134    81   139 0.77 -
mgm4445845.FO0DNDO03F6C1A_1_455_+ -            149 CDD0031_no_cons      -            596      0.17   12.5   0.0   1   1     5e-06       0.2   12.4   0.0   458   523    22    88    12   120 0.79 -
mgm4445845.FO0DNDO03G128Q_1_466_- -            154 CDD0031_no_cons      -            596       1.1   10.0   2.8   1   1   3.1e-05       1.2    9.8   2.8    33   123    19   113    11   144 0.72 -
mgm4445845.FO0DNDO03HJ4SF_1_454_-  -            148 CDD0033_no_cons      -            583       0.3   11.4   2.5   1   1   1.8e-05      0.48   10.7   2.5    48    96    69   116    57   122 0.81 -
mgm4445845.FO0DNDO03GR7QI_1_412_+  -            135 CDD0033_no_cons      -            583      0.34   11.2   1.2   1   1   1.4e-05      0.38   11.1   1.2    49   124    13    88     2   116 0.80 -
mgm4445845.FO0DNDO03GXWMA_1_520_+  -            173 CDD0033_no_cons      -            583      0.63   10.3   0.9   1   1     3e-05       0.8   10.0   0.9    75   134    25    84    20    95 0.76 -
mgm4445845.FO0DNDO03GKEPN_1_277_- -             91 CDD0034_no_cons      -            127      0.25   13.3   0.0   1   1   6.4e-06      0.25   13.3   0.0    47   103    30    86     6    91 0.81 -
mgm4445845.FO0DNDO03GKRJG_1_480_- -            158 CDD0034_no_cons      -            127      0.37   12.8   0.1   1   2     0.038   1.5e+03    1.1   0.1    69   118    20    30    10    75 0.59 -
mgm4445845.FO0DNDO03GKRJG_1_480_- -            158 CDD0034_no_cons      -            127      0.37   12.8   0.1   2   2   7.5e-05         3    9.8   0.0    30    69   102   142    77   155 0.82 -
mgm4445845.FO0DNDO03GDLK8_1_443_+ -            147 CDD0035_no_cons      -            409      0.36   11.9   0.4   1   1   1.1e-05      0.42   11.6   0.4   299   397    22   116     8   131 0.73 -
mgm4445845.FO0DNDO03GNVAI_1_337_+ -            110 CDD0035_no_cons      -            409       5.1    8.1   3.4   1   1   0.00014       5.6    7.9   3.4   332   405     4    78     1    89 0.75 -
mgm4445845.FO0DNDO03F2KTU_1_388_+ -            128 CDD0037_no_cons      -            518      0.36   11.4   0.0   1   1   5.2e-06      0.41   11.2   0.0   260   347    11   108     1   112 0.79 -
mgm4445845.FO0DNDO03HMDUG_1_367_- -            120 CDD0038_no_cons      -            593      0.63   10.7   0.0   1   1     8e-06      0.64   10.7   0.0   415   461     8    54     1    81 0.86 -
mgm4445845.FO0DNDO03GRVZS_1_295_- -             96 CDD0040_no_cons      -            124      0.51   12.5   0.0   1   1   7.3e-06      0.58   12.3   0.0    10    62    16    67    11    85 0.86 -
mgm4445845.FO0DNDO03F6PTD_1_305_- -            100 CDD0043_no_cons      -            243      0.52   12.1   0.0   1   1   7.9e-06      0.63   11.9   0.0   121   161    21    61     5    67 0.83 -
mgm4445845.FO0DNDO03G6P3E_1_474_- -            156 CDD0046_no_cons      -            164      0.74   11.4   0.0   1   1   1.5e-05       1.2   10.8   0.0   120   160    75   113    67   117 0.72 -
mgm4445845.FO0DNDO03F35BO_18_270_- -             82 CDD0047_no_cons      -            412      0.21   12.3   0.2   1   1   8.6e-06      0.23   12.1   0.2   214   282     9    76     3    79 0.90 -
mgm4445845.FO0DNDO03FUZF2_1_476_+  -            157 CDD0047_no_cons      -            412      0.53   10.9   0.0   1   1   2.3e-05      0.62   10.7   0.0   252   303    21    72     2    96 0.81 -
mgm4445845.FO0DNDO03GFYO1_1_484_+  -            159 CDD0047_no_cons      -            412      0.89   10.2   0.0   1   1   6.7e-05       1.8    9.2   0.0   245   283    87   125    61   129 0.80 -
mgm4445845.FO0DNDO03F6N6I_1_213_+ -             70 CDD0050_no_cons      -            234     0.027   16.0   0.1   1   1   1.2e-06     0.032   15.8   0.1    95   122     4    31     2    64 0.80 -
mgm4445845.FO0DNDO03F1UTM_1_352_+ -            116 CDD0050_no_cons      -            234      0.12   13.9   0.3   1   1   6.8e-06      0.18   13.3   0.2   102   151    41    90    37   109 0.84 -
mgm4445845.FO0DNDO03HLSCR_1_250_- -             82 CDD0050_no_cons      -            234       0.5   11.9   0.0   1   1     2e-05      0.53   11.8   0.0   123   166    18    61    12    76 0.91 -
mgm4445845.FO0DNDO03FOUJ8_1_475_+ -            158 CDD0051_no_cons      -            348      0.61   10.8   0.0   1   1   8.6e-06      0.69   10.6   0.0    39    74    83   118    50   137 0.84 -
mgm4445845.FO0DNDO03FU3YA_1_201_+   -             66 CDD0052_no_cons      -            581     0.037   14.4   0.0   1   1     2e-06      0.04   14.3   0.0     8    42     7    41     3    50 0.91 -
mgm4445845.FO0DNDO03F2EYW_1_313_-   -            102 CDD0052_no_cons      -            581      0.19   12.0   0.1   1   1     1e-05      0.21   12.0   0.1    17    83    14    85     5   100 0.76 -
mgm4445845.FO0DNDO03F06VI_151_526_+ -            122 CDD0052_no_cons      -            581      0.57   10.5   0.7   1   1   3.2e-05      0.63   10.4   0.7    39   119    16    97     4   114 0.74 -
mgm4445845.FO0DNDO03GWPLM_1_476_-   -            157 CDD0052_no_cons      -            581       0.7   10.2   0.0   1   1   4.5e-05       0.9    9.8   0.0   513   559    43    90    39   104 0.92 -
mgm4445845.FO0DNDO03HIJVW_280_424_+ -             46 CDD0053_no_cons      -            544      0.45   11.1   0.1   1   1   2.3e-05      0.46   11.1   0.1   159   199     3    41     1    44 0.86 -
mgm4445845.FO0DNDO03G7JI0_1_362_+   -            120 CDD0053_no_cons      -            544      0.58   10.8   0.0   1   1   3.7e-05      0.74   10.4   0.0   170   208    55    93    52   106 0.86 -
mgm4445845.FO0DNDO03GU8V2_1_444_+   -            146 CDD0053_no_cons      -            544      0.83   10.3   0.0   1   1   4.8e-05      0.95   10.1   0.0   465   492    85   112    58   122 0.88 -
mgm4445845.FO0DNDO03FL5NZ_1_486_-   -            160 CDD0053_no_cons      -            544      0.99   10.0   0.0   1   1   5.2e-05         1    9.9   0.0   162   216    64   117    41   140 0.85 -
mgm4445845.FO0DNDO03HE09Y_1_501_- -            166 CDD0055_no_cons      -            278   0.00087   20.9   0.7   1   1   9.2e-08     0.001   20.6   0.7   175   264    50   139     7   160 0.82 -
mgm4445845.FO0DNDO03GY1BJ_1_470_+ -            155 CDD0055_no_cons      -            278     0.024   16.1   2.4   1   1   2.4e-06     0.027   16.0   2.4   145   258     4   121     1   137 0.78 -
mgm4445845.FO0DNDO03F92WU_1_498_- -            165 CDD0055_no_cons      -            278     0.055   15.0   4.1   1   1   5.8e-06     0.066   14.7   4.1   180   254    58   132    22   139 0.76 -
mgm4445845.FO0DNDO03GCKDR_1_441_- -            145 CDD0055_no_cons      -            278      0.33   12.4   1.6   1   1   3.3e-05      0.38   12.2   1.6   193   265    20    92    10   127 0.61 -
mgm4445845.FO0DNDO03GFYUZ_1_462_+ -            153 CDD0055_no_cons      -            278       1.9    9.9   6.3   1   1   0.00022       2.5    9.5   6.3   172   258     8    98     2   117 0.76 -
mgm4445845.FO0DNDO03GPYFH_1_374_+ -            124 CDD0055_no_cons      -            278       3.9    8.9   7.1   1   2      0.27   3.1e+03   -0.6   0.0   233   259     3    29     1    35 0.77 -
mgm4445845.FO0DNDO03GPYFH_1_374_+ -            124 CDD0055_no_cons      -            278       3.9    8.9   7.1   2   2   0.00019       2.2    9.7   5.2   198   254    31    87    17   109 0.88 -
mgm4445845.FO0DNDO03GNZ9C_1_486_+ -            160 CDD0055_no_cons      -            278       6.2    8.2   9.5   1   2   0.00088        10    7.5   5.8   199   261    24    94    21   109 0.80 -
mgm4445845.FO0DNDO03GNZ9C_1_486_+ -            160 CDD0055_no_cons      -            278       6.2    8.2   9.5   2   2    0.0085        97    4.3   0.7   212   264    95   147    85   159 0.61 -
mgm4445845.FO0DNDO03FZN5L_1_475_+ -            156 CDD0056_no_cons      -             93     0.057   15.8   1.0   1   1   4.2e-06     0.084   15.3   1.0    17    77    31    97    15   108 0.77 -
mgm4445845.FO0DNDO03FP2T8_1_282_- -             92 CDD0056_no_cons      -             93      0.16   14.4   1.5   1   1   9.7e-06      0.19   14.1   1.5    22    80    30    90    18    92 0.83 -
mgm4445845.FO0DNDO03GL4X7_1_344_- -            114 CDD0056_no_cons      -             93      0.28   13.6   0.7   1   1   2.1e-05      0.41   13.1   0.7    36    81     8    53     3    64 0.86 -
mgm4445845.FO0DNDO03G11L8_1_324_- -            107 CDD0056_no_cons      -             93       1.8   11.0   9.3   1   2      0.11   2.3e+03    1.1   1.9     6    36    32    62    20    70 0.58 -
mgm4445845.FO0DNDO03G11L8_1_324_- -            107 CDD0056_no_cons      -             93       1.8   11.0   9.3   2   2   2.4e-05      0.47   12.9   4.2    10    44    59    94    52   100 0.75 -
mgm4445845.FO0DNDO03G9GRM_1_427_+ -            141 CDD0058_no_cons      -            134      0.27   13.4   0.0   1   1   1.4e-05      0.38   12.9   0.0    48    92     7    54     3    73 0.79 -
mgm4445845.FO0DNDO03HFVYM_1_238_- -             78 CDD0058_no_cons      -            134      0.34   13.1   0.1   1   1   2.2e-05       0.6   12.3   0.1     3    40    10    46     8    70 0.75 -
mgm4445845.FO0DNDO03HD5HR_1_471_+ -            154 CDD0058_no_cons      -            134      0.38   12.9   0.0   1   1   2.6e-05       0.7   12.1   0.0    57   121    71   136    61   140 0.85 -
mgm4445845.FO0DNDO03F8YZJ_1_380_-   -            126 CDD0060_no_cons      -            104      0.14   14.9   0.1   1   1   8.4e-06      0.22   14.2   0.1    11    71    10    70     7    80 0.93 -
mgm4445845.FO0DNDO03FNZST_254_520_- -             87 CDD0060_no_cons      -            104      0.41   13.3   1.2   1   1   1.8e-05      0.47   13.1   1.2    16    79     4    66     1    73 0.81 -
mgm4445845.FO0DNDO03HDNMK_1_511_+   -            170 CDD0060_no_cons      -            104       4.8    9.9   6.0   1   3     0.099   2.6e+03    1.1   0.2    58    76    27    45     6    55 0.53 -
mgm4445845.FO0DNDO03HDNMK_1_511_+   -            170 CDD0060_no_cons      -            104       4.8    9.9   6.0   2   3   0.00024       6.4    9.5   1.4     9    54    53    98    45   139 0.58 -
mgm4445845.FO0DNDO03HDNMK_1_511_+   -            170 CDD0060_no_cons      -            104       4.8    9.9   6.0   3   3     0.057   1.5e+03    1.9   0.1     5    54   100   149    96   160 0.72 -
mgm4445845.FO0DNDO03GUOHT_96_309_+ -             69 CDD0063_no_cons      -             77      0.28   13.2   0.8   1   1   1.2e-05      0.49   12.4   0.8    21    61    25    62     5    66 0.79 -
mgm4445845.FO0DNDO03FTTUB_1_439_+  -            145 CDD0063_no_cons      -             77      0.34   12.9   1.5   1   1   1.6e-05      0.65   12.0   1.5    32    64    37    69    30    75 0.87 -
mgm4445845.FO0DNDO03FY561_1_441_- -            146 CDD0064_no_cons      -            329      0.18   12.9   0.0   1   1   2.8e-06      0.22   12.5   0.0   216   264    17    64    14   107 0.79 -
mgm4445845.FO0DNDO03F3Y23_1_347_+   -            114 CDD0065_no_cons      -            329    0.0018   19.7   0.0   1   1   6.2e-07    0.0022   19.5   0.0    88   147    20    80    15    90 0.88 -
mgm4445845.FO0DNDO03HI55A_1_359_-   -            119 CDD0065_no_cons      -            329    0.0039   18.7   0.2   1   1   1.4e-06    0.0049   18.3   0.2   124   182     1    59     1    62 0.91 -
mgm4445845.FO0DNDO03F8TIA_1_287_-   -             93 CDD0065_no_cons      -            329     0.018   16.5   0.0   1   1   5.1e-06     0.018   16.4   0.0   123   162    29    68    10    82 0.91 -
mgm4445845.FO0DNDO03HLVQC_1_436_+   -            144 CDD0065_no_cons      -            329     0.019   16.4   0.0   1   1   5.6e-06      0.02   16.3   0.0   121   157    24    61     6   114 0.72 -
mgm4445845.FO0DNDO03FMFK8_1_277_-   -             91 CDD0065_no_cons      -            329     0.022   16.2   0.0   1   1   6.6e-06     0.024   16.1   0.0   122   158    15    51     6    69 0.89 -
mgm4445845.FO0DNDO03GP3TQ_1_379_-   -            125 CDD0065_no_cons      -            329     0.032   15.7   0.2   1   2     0.012        43    5.4   0.0   120   144     5    29     3    39 0.86 -
mgm4445845.FO0DNDO03GP3TQ_1_379_-   -            125 CDD0065_no_cons      -            329     0.032   15.7   0.2   2   2     0.001       3.7    8.9   0.0   183   217    75   113    53   117 0.86 -
mgm4445845.FO0DNDO03FOPYE_1_303_+   -            100 CDD0065_no_cons      -            329      0.12   13.8   0.0   1   1   3.4e-05      0.12   13.7   0.0   116   145    38    68     7    76 0.85 -
mgm4445845.FO0DNDO03FRIS3_210_409_+ -             65 CDD0065_no_cons      -            329      0.13   13.7   0.1   1   1   3.7e-05      0.13   13.6   0.1   119   162    14    58     1    60 0.77 -
mgm4445845.FO0DNDO03GPLDC_1_310_+   -            103 CDD0065_no_cons      -            329      0.14   13.6   0.0   1   1   4.1e-05      0.15   13.5   0.0    78   142    39   103    22   103 0.82 -
mgm4445845.FO0DNDO03HGJLR_1_444_+   -            146 CDD0065_no_cons      -            329      0.17   13.3   0.0   1   1   6.6e-05      0.24   12.8   0.0   122   159    14    51     6    68 0.82 -
mgm4445845.FO0DNDO03F9HU9_1_437_-   -            145 CDD0065_no_cons      -            329      0.18   13.2   1.5   1   2    0.0011         4    8.8   0.0   115   144    35    64    20    72 0.87 -
mgm4445845.FO0DNDO03F9HU9_1_437_-   -            145 CDD0065_no_cons      -            329      0.18   13.2   1.5   2   2     0.036   1.3e+02    3.8   0.3   268   319    87   137    78   142 0.86 -
mgm4445845.aa90_5646                -            161 CDD0065_no_cons      -            329      0.18   13.2   0.0   1   1   6.8e-05      0.25   12.7   0.0   122   146    69    91    36   105 0.74 -
mgm4445845.FO0DNDO03GYIUD_1_140_-   -             45 CDD0065_no_cons      -            329      0.18   13.2   0.1   1   1     5e-05      0.18   13.2   0.1   122   148     4    31     1    42 0.89 -
mgm4445845.FO0DNDO03GTWCA_1_283_+   -             94 CDD0065_no_cons      -            329      0.19   13.1   0.0   1   1   7.2e-05      0.26   12.7   0.0   124   148    60    84    55    92 0.85 -
mgm4445845.FO0DNDO03GJKPJ_1_473_+   -            157 CDD0065_no_cons      -            329      0.28   12.5   0.0   1   1   9.6e-05      0.35   12.2   0.0   123   174    24    79    11    85 0.73 -
mgm4445845.FO0DNDO03G7XYK_1_383_+   -            127 CDD0065_no_cons      -            329      0.32   12.4   0.0   1   1   0.00011       0.4   12.0   0.0   112   143    94   125    91   127 0.87 -
mgm4445845.FO0DNDO03HJZ2U_1_427_-   -            141 CDD0065_no_cons      -            329      0.34   12.3   0.4   1   1   0.00013      0.46   11.9   0.4   126   177    69   119    31   122 0.81 -
mgm4445845.FO0DNDO03FY4XJ_30_433_+  -            132 CDD0065_no_cons      -            329      0.39   12.1   1.8   1   1   0.00025      0.91   10.9   1.8   121   148    29    57    25   126 0.91 -
