#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
mgm4601925.GNFP2O301DUR46_1_481_-   -            158 CDD0005_no_cons      -            114   3.1e-11   43.9   0.0   1   1   1.3e-13   4.1e-11   43.5   0.0     1    78    81   158    81   158 0.94 -
mgm4601925.GNFP2O301EPG8N_1_421_-   -            138 CDD0005_no_cons      -            114   3.2e-11   43.8   0.0   1   1     2e-13   6.1e-11   42.9   0.0    16    69    85   138    69   138 0.88 -
mgm4601925.GNFP2O301ECEZ1_1_405_-   -            133 CDD0005_no_cons      -            114   7.7e-11   42.6   0.0   1   1   3.7e-13   1.1e-10   42.1   0.0    19    68    83   132    57   133 0.88 -
mgm4601925.GNFP2O301ARY8L_1_385_-   -            127 CDD0005_no_cons      -            114   9.9e-11   42.2   0.0   1   1   3.9e-13   1.2e-10   42.0   0.0     1    87    24   110    24   119 0.91 -
mgm4601925.GNFP2O301C8NI8_1_534_-   -            177 CDD0005_no_cons      -            114   1.7e-10   41.5   0.0   1   1   8.4e-13   2.6e-10   40.9   0.0    17    96    75   154    60   163 0.85 -
mgm4601925.GNFP2O301CECJ6_1_448_+   -            147 CDD0005_no_cons      -            114   2.4e-10   41.0   0.1   1   1   1.5e-12   4.4e-10   40.1   0.0     2    87    46   132    45   145 0.83 -
mgm4601925.GNFP2O301A5T4Y_1_452_-   -            148 CDD0005_no_cons      -            114   2.7e-10   40.8   0.2   1   1   1.5e-12   4.4e-10   40.1   0.0     2    87    48   134    47   146 0.83 -
mgm4601925.GNFP2O301E0XL6_1_438_-   -            144 CDD0005_no_cons      -            114   5.5e-10   39.8   0.0   1   1   2.3e-12   6.9e-10   39.5   0.0    23    90    13    81     4   108 0.80 -
mgm4601925.GNFP2O301EES87_1_238_-   -             78 CDD0005_no_cons      -            114   1.1e-09   38.8   0.0   1   1   4.1e-12   1.2e-09   38.7   0.0    36   102     8    74     4    78 0.91 -
mgm4601925.GNFP2O301BCWOW_1_438_-   -            144 CDD0005_no_cons      -            114   4.2e-09   37.0   0.0   1   1   1.7e-11   5.3e-09   36.7   0.0    18    88    25    97    10   127 0.79 -
mgm4601925.GNFP2O301AV4LS_1_417_+   -            137 CDD0005_no_cons      -            114   4.2e-09   37.0   0.0   1   1     2e-11   6.2e-09   36.5   0.0    43    88     1    46     1    59 0.91 -
mgm4601925.GNFP2O301EPY11_1_477_-   -            157 CDD0005_no_cons      -            114     5e-09   36.7   0.1   1   2       7.2   2.2e+03   -0.8   0.1    67    79    38    50    33    75 0.73 -
mgm4601925.GNFP2O301EPY11_1_477_-   -            157 CDD0005_no_cons      -            114     5e-09   36.7   0.1   2   2   5.6e-11   1.7e-08   35.0   0.0     2    73    78   150    77   156 0.82 -
mgm4601925.GNFP2O301AXZOB_37_406_-  -            122 CDD0005_no_cons      -            114   7.4e-09   36.2   0.0   1   1   2.8e-11   8.4e-09   36.0   0.0    24    88    47   111    23   121 0.88 -
mgm4601925.GNFP2O301BP00K_1_330_-   -            109 CDD0005_no_cons      -            114   9.2e-09   35.9   0.0   1   1   4.2e-11   1.3e-08   35.4   0.0     4    68    44   109    41   109 0.86 -
mgm4601925.GNFP2O301DT1ZP_1_490_-   -            162 CDD0005_no_cons      -            114     1e-08   35.7   0.0   1   1   5.6e-11   1.7e-08   35.0   0.0    24    87    84   147    59   158 0.87 -
mgm4601925.GNFP2O301EKAZF_1_506_-   -            168 CDD0005_no_cons      -            114   1.1e-08   35.7   0.0   1   1   4.9e-11   1.5e-08   35.2   0.0     1    58   110   167   110   168 0.95 -
mgm4601925.GNFP2O301BZ0U0_56_476_-  -            138 CDD0005_no_cons      -            114   1.6e-08   35.2   0.0   1   1   7.2e-11   2.2e-08   34.7   0.0    24    87    63   126    38   136 0.86 -
mgm4601925.GNFP2O301BJ01N_1_405_-   -            133 CDD0005_no_cons      -            114   1.6e-08   35.1   0.0   1   1   8.8e-11   2.7e-08   34.4   0.0    34    91    23    80     2    92 0.88 -
mgm4601925.GNFP2O301CH4QO_1_301_+   -             98 CDD0005_no_cons      -            114   1.7e-08   35.0   0.0   1   1   7.7e-11   2.3e-08   34.6   0.0    41    99     6    63     2    74 0.84 -
mgm4601925.GNFP2O301BOEPT_19_311_-  -             96 CDD0005_no_cons      -            114   2.1e-08   34.7   0.0   1   1   8.1e-11   2.4e-08   34.5   0.0    39    85    18    64     2    72 0.86 -
mgm4601925.GNFP2O301C9EHR_1_484_-   -            159 CDD0005_no_cons      -            114   2.7e-08   34.4   0.0   1   1   1.5e-10   4.6e-08   33.6   0.0    35    91    45   101    29   114 0.88 -
mgm4601925.GNFP2O301CSECG_1_489_-   -            161 CDD0005_no_cons      -            114   2.8e-08   34.4   0.0   1   1   1.6e-10     5e-08   33.5   0.0    35    91    30    86    15    98 0.88 -
mgm4601925.GNFP2O301ASU3G_1_446_-   -            147 CDD0005_no_cons      -            114   2.8e-08   34.3   0.1   1   1   1.5e-10   4.6e-08   33.6   0.1    35    91    37    93    21   101 0.89 -
mgm4601925.GNFP2O301E0PNV_1_529_-   -            174 CDD0005_no_cons      -            114   3.3e-08   34.1   0.0   1   1   1.9e-10   5.7e-08   33.3   0.0    35    91    71   127    55   139 0.88 -
mgm4601925.GNFP2O301ELE5M_1_506_-   -            167 CDD0005_no_cons      -            114   3.4e-08   34.0   0.0   1   1   1.7e-10   5.1e-08   33.5   0.0    35    91    73   129    55   140 0.88 -
mgm4601925.GNFP2O301DVBS7_1_507_-   -            167 CDD0005_no_cons      -            114   3.5e-08   34.0   0.0   1   1   1.8e-10   5.4e-08   33.4   0.0    35    91    84   140    68   151 0.88 -
mgm4601925.GNFP2O301DZQAB_1_474_-   -            156 CDD0005_no_cons      -            114   3.7e-08   34.0   0.0   1   1   1.9e-10   5.8e-08   33.3   0.0    17    62   111   156    94   156 0.87 -
mgm4601925.GNFP2O301BDS5W_1_498_-   -            165 CDD0005_no_cons      -            114   3.9e-08   33.9   0.0   1   1   2.4e-10   7.3e-08   33.0   0.0    26    84   106   164   100   165 0.87 -
mgm4601925.GNFP2O301D7IE8_1_477_-   -            157 CDD0005_no_cons      -            114     6e-08   33.3   0.0   1   1   3.1e-10   9.2e-08   32.7   0.0    16    61   112   157    96   157 0.87 -
mgm4601925.GNFP2O301D08GK_1_370_-   -            122 CDD0005_no_cons      -            114   6.5e-08   33.2   0.0   1   1   2.8e-10   8.6e-08   32.8   0.0    38    91    29    82    19    94 0.89 -
mgm4601925.GNFP2O301EIF7N_263_532_- -             88 CDD0005_no_cons      -            114   7.7e-08   32.9   0.0   1   1   2.7e-10   8.3e-08   32.8   0.0    49    87    23    61     7    85 0.89 -
mgm4601925.GNFP2O301EXAS6_1_525_+   -            173 CDD0005_no_cons      -            114   1.3e-07   32.2   0.1   1   1   6.4e-10   1.9e-07   31.6   0.1    35    88   118   171   102   173 0.89 -
mgm4601925.GNFP2O301BN291_310_509_- -             65 CDD0005_no_cons      -            114   1.5e-07   32.0   0.0   1   1   5.9e-10   1.8e-07   31.7   0.0    44    87     9    52     6    61 0.91 -
mgm4601925.GNFP2O301AZUNT_1_492_-   -            162 CDD0005_no_cons      -            114   2.7e-07   31.2   0.0   1   1   1.2e-09   3.6e-07   30.7   0.0    32    74   118   160   106   162 0.91 -
mgm4601925.GNFP2O301BEEIJ_1_273_-   -             88 CDD0005_no_cons      -            114   4.7e-07   30.4   0.0   1   1   1.6e-09   4.7e-07   30.4   0.0    44    92     4    51     1    84 0.90 -
mgm4601925.GNFP2O301C91E8_123_482_- -            117 CDD0005_no_cons      -            114     5e-07   30.3   0.7   1   1   1.7e-09   5.2e-07   30.2   0.1    39    91    18    70     5    84 0.83 -
mgm4601925.GNFP2O301A1HIZ_1_233_+   -             76 CDD0005_no_cons      -            114   5.3e-07   30.2   0.0   1   1   1.8e-09   5.6e-07   30.1   0.0    43    87     2    46     1    65 0.88 -
mgm4601925.GNFP2O301DL316_1_516_-   -            170 CDD0005_no_cons      -            114   1.8e-06   28.5   0.0   1   1     1e-08   3.1e-06   27.7   0.0    44    91    53   100    43   112 0.90 -
mgm4601925.GNFP2O301CQEF6_1_364_-   -            120 CDD0005_no_cons      -            114   1.9e-06   28.4   0.0   1   1   7.3e-09   2.2e-06   28.2   0.0    19    65     8    54     4    95 0.90 -
mgm4601925.GNFP2O301CI267_1_230_-   -             75 CDD0005_no_cons      -            114   3.8e-06   27.4   0.0   1   1   1.4e-08   4.2e-06   27.3   0.0    22    75    20    73    12    75 0.91 -
mgm4601925.GNFP2O301D80E4_1_463_-   -            152 CDD0005_no_cons      -            114   1.6e-05   25.5   0.0   1   1   1.2e-07   3.5e-05   24.3   0.0     4    60    96   151    93   152 0.84 -
mgm4601925.GNFP2O301CCMID_135_466_- -            107 CDD0005_no_cons      -            114   7.4e-05   23.3   0.2   1   1   5.9e-07   0.00018   22.1   0.2    38    87     5    53     1   104 0.78 -
mgm4601925.GNFP2O301D6UF9_1_433_+   -            142 CDD0005_no_cons      -            114   0.00012   22.6   0.0   1   1   5.6e-07   0.00017   22.1   0.0    35    71    66   102    50   117 0.85 -
mgm4601925.GNFP2O301BAWVA_1_516_-   -            170 CDD0005_no_cons      -            114    0.0003   21.4   0.1   1   1   1.4e-06   0.00043   20.8   0.1    35    68   137   170   121   170 0.88 -
mgm4601925.GNFP2O301CXB4L_1_466_-   -            153 CDD0005_no_cons      -            114   0.00063   20.3   0.1   1   1   3.5e-06    0.0011   19.6   0.1    35    67   121   153   105   153 0.87 -
mgm4601925.GNFP2O301BRUSS_1_520_+   -            171 CDD0005_no_cons      -            114   0.00084   19.9   0.0   1   1   4.4e-06    0.0013   19.3   0.0    35    66   133   164   117   169 0.86 -
mgm4601925.GNFP2O301CXR70_1_386_-   -            126 CDD0005_no_cons      -            114    0.0013   19.2   0.0   1   1   7.8e-06    0.0024   18.5   0.0    45    90    23    68    11    79 0.87 -
mgm4601925.GNFP2O301CTTG2_34_524_-  -            161 CDD0005_no_cons      -            114    0.0014   19.2   0.0   1   1   8.1e-06    0.0024   18.4   0.0    45    91    65   111    46   124 0.86 -
mgm4601925.GNFP2O301BL619_302_409_- -             34 CDD0005_no_cons      -            114    0.0038   17.8   0.0   1   1   1.2e-05    0.0038   17.8   0.0    44    67     1    24     1    33 0.89 -
mgm4601925.GNFP2O301D6Q7W_1_355_+   -            116 CDD0005_no_cons      -            114     0.013   16.0   0.0   1   1   0.00026     0.079   13.6   0.0    14    99     3    97     1   113 0.71 -
mgm4601925.GNFP2O301A5E3X_425_508_- -             26 CDD0005_no_cons      -            114     0.024   15.2   0.2   1   1   7.8e-05     0.024   15.2   0.2    53    76     2    25     1    26 0.88 -
mgm4601925.GNFP2O301D9WAD_1_410_-   -            136 CDD0005_no_cons      -            114     0.028   15.0   0.1   1   1   0.00015     0.045   14.3   0.0    24    61    99   136    74   136 0.84 -
mgm4601925.GNFP2O301C9U15_1_510_+   -            169 CDD0005_no_cons      -            114     0.063   13.9   0.0   1   1   0.00053      0.16   12.5   0.0     2    55   115   169   114   169 0.78 -
mgm4601925.GNFP2O301A8Y4Z_1_102_+   -             33 CDD0005_no_cons      -            114      0.17   12.4   0.1   1   1   0.00058      0.17   12.4   0.1    57    83     6    32     3    33 0.86 -
mgm4601925.GNFP2O301AYJQF_1_472_+ -            155 CDD0007_no_cons      -            142    0.0016   19.1   0.0   1   1   4.2e-07    0.0024   18.6   0.0    18    81    55   121    54   123 0.95 -
mgm4601925.GNFP2O301D1051_1_485_+ -            161 CDD0007_no_cons      -            142      0.12   13.1   0.0   1   1   4.1e-05      0.23   12.1   0.0     1    26   136   160   136   161 0.93 -
mgm4601925.GNFP2O301CBOXH_1_379_+ -            125 CDD0007_no_cons      -            142      0.13   13.0   0.0   1   1     3e-05      0.17   12.6   0.0     1    54    51   105    51   120 0.83 -
mgm4601925.GNFP2O301BNWKA_1_453_+ -            149 CDD0007_no_cons      -            142      0.17   12.6   0.0   1   1   4.2e-05      0.24   12.1   0.0    29    82    60   116    53   119 0.93 -
mgm4601925.GNFP2O301CGG9T_1_509_- -            168 CDD0010_no_cons      -            384    0.0024   17.2   1.1   1   1   1.2e-07    0.0026   17.1   1.1    25   118    19   126     3   160 0.83 -
mgm4601925.GNFP2O301BWIFI_1_434_+  -            143 CDD0012_no_cons      -            395   8.3e-18   65.2   0.2   1   1   3.3e-21   9.4e-18   65.0   0.2   123   215     5   105     2   124 0.82 -
mgm4601925.GNFP2O301CD8MQ_1_461_+  -            152 CDD0012_no_cons      -            395   3.9e-12   46.5   1.0   1   1   1.5e-15   4.2e-12   46.4   1.0    79   189     7   125     1   147 0.87 -
mgm4601925.GNFP2O301AHR6J_1_477_-  -            158 CDD0012_no_cons      -            395   4.9e-08   33.0   0.4   1   1   2.8e-11   7.7e-08   32.3   0.4     4    71    87   154    84   157 0.86 -
mgm4601925.GNFP2O301BXWLZ_1_483_+  -            159 CDD0012_no_cons      -            395   1.6e-06   28.0   0.0   1   1   7.7e-10   2.2e-06   27.6   0.0   256   388    35   158     3   159 0.70 -
mgm4601925.GNFP2O301D2JH6_1_448_+  -            148 CDD0012_no_cons      -            395   9.9e-06   25.4   0.0   1   1   4.5e-09   1.2e-05   25.1   0.0    84   160    43   129    31   147 0.79 -
mgm4601925.GNFP2O301DHCP2_1_514_-  -            170 CDD0012_no_cons      -            395   1.2e-05   25.2   0.0   1   1     5e-09   1.4e-05   24.9   0.0     4   146     2   158     1   166 0.85 -
mgm4601925.GNFP2O301DKL2Y_15_481_+ -            152 CDD0012_no_cons      -            395    0.0011   18.6   0.0   1   1     9e-07    0.0025   17.5   0.0    94   183    39   131     2   141 0.75 -
mgm4601925.GNFP2O301AYCFH_7_352_+  -            113 CDD0012_no_cons      -            395     0.018   14.7   0.1   1   1   6.8e-06     0.019   14.6   0.1    46   140    11   110     8   113 0.85 -
mgm4601925.GNFP2O301ECB9X_1_445_+ -            147 CDD0013_no_cons      -            145      0.02   15.3   0.0   1   1   2.3e-06     0.026   14.9   0.0     9   135    22   147    17   147 0.88 -
mgm4601925.GNFP2O301D7LBI_1_156_+ -             50 CDD0013_no_cons      -            145      0.24   11.8   0.0   1   1   2.2e-05      0.24   11.8   0.0    42    82     9    48     2    50 0.87 -
mgm4601925.GNFP2O301BST1N_1_395_- -            130 CDD0015_no_cons      -            320   0.00053   19.6   0.0   1   1     3e-08   0.00067   19.3   0.0    10   103    42   129    37   130 0.92 -
mgm4601925.GNFP2O301EEFHM_1_410_- -            136 CDD0022_no_cons      -            737     0.016   13.9   0.0   1   1   8.6e-07     0.019   13.6   0.0   320   374    28    80    13    90 0.80 -
mgm4601925.GNFP2O301ED1N0_1_495_+ -            162 CDD0024_no_cons      -            333      0.15   11.2   0.1   1   2      0.11   2.4e+03   -2.6   0.0   286   299    12    25    10    34 0.82 -
mgm4601925.GNFP2O301ED1N0_1_495_+ -            162 CDD0024_no_cons      -            333      0.15   11.2   0.1   2   2   1.3e-05      0.28   10.3   0.0   180   246    50   122    45   149 0.80 -
mgm4601925.GNFP2O301C17YF_52_398_+ -            112 CDD0025_no_cons      -            264      0.13   12.0   0.0   1   1   6.1e-06      0.14   11.9   0.0   176   220    55    97    22   100 0.85 -
mgm4601925.GNFP2O301DCZ7C_1_373_- -            123 CDD0034_no_cons      -            127      0.16   12.1   0.0   1   1     1e-05      0.22   11.7   0.0    42    72    35    64    14    72 0.84 -
mgm4601925.GNFP2O301D4HET_1_373_+ -            123 CDD0046_no_cons      -            164      0.13   12.1   2.2   1   2      0.01   2.3e+02    1.5   0.5    92   122    23    54    17    76 0.62 -
mgm4601925.GNFP2O301D4HET_1_373_+ -            123 CDD0046_no_cons      -            164      0.13   12.1   2.2   2   2   1.9e-05      0.43   10.4   0.1    97   120    80   103    70   115 0.83 -
mgm4601925.GNFP2O301DQXM5_1_430_+ -            142 CDD0051_no_cons      -            348     0.099   11.6   0.0   1   1     2e-05      0.11   11.4   0.0   239   313    27   102    16   126 0.84 -
mgm4601925.GNFP2O301BBEX2_1_442_- -            145 CDD0051_no_cons      -            348      0.11   11.5   0.0   1   1   2.1e-05      0.12   11.3   0.0   239   313    17    92     7   119 0.84 -
mgm4601925.GNFP2O301BJPGK_1_469_- -            155 CDD0051_no_cons      -            348      0.13   11.2   0.0   1   1   2.7e-05      0.15   10.9   0.0   239   312    49   123    38   142 0.84 -
mgm4601925.GNFP2O301DA4G9_1_484_- -            160 CDD0051_no_cons      -            348      0.18   10.7   0.0   1   1     4e-05      0.22   10.4   0.0   239   309    77   148    66   158 0.83 -
mgm4601925.GNFP2O301BZKKG_1_434_+   -            144 CDD0053_no_cons      -            544   1.1e-12   47.7   0.0   1   1   4.9e-16   1.2e-12   47.5   0.0    82   207     2   128     1   141 0.89 -
mgm4601925.GNFP2O301A8MAE_1_441_-   -            145 CDD0053_no_cons      -            544   8.2e-08   31.6   0.0   1   1   4.2e-11     1e-07   31.2   0.0   302   383    42   122    22   129 0.88 -
mgm4601925.GNFP2O301CO8FE_1_448_-   -            147 CDD0053_no_cons      -            544   1.4e-07   30.8   0.0   1   1   6.3e-11   1.6e-07   30.6   0.0   302   381    66   144    48   147 0.87 -
mgm4601925.GNFP2O301BNDGC_1_387_+   -            128 CDD0053_no_cons      -            544   2.2e-07   30.2   0.0   1   1     1e-10   2.6e-07   29.9   0.0   303   383    14    93     3   118 0.88 -
mgm4601925.GNFP2O301DJHOP_1_529_+   -            176 CDD0053_no_cons      -            544   8.7e-07   28.2   0.0   1   1   4.4e-10   1.1e-06   27.8   0.0   307   383     5    80     1   106 0.89 -
mgm4601925.GNFP2O301B1NUC_1_385_-   -            127 CDD0053_no_cons      -            544     2e-06   27.0   0.0   1   2   2.2e-09   5.4e-06   25.5   0.0   320   383     7    70     4    97 0.89 -
mgm4601925.GNFP2O301B1NUC_1_385_-   -            127 CDD0053_no_cons      -            544     2e-06   27.0   0.0   2   2      0.18   4.5e+02   -0.6   0.0   414   456    81   124    75   126 0.77 -
mgm4601925.GNFP2O301EFTN4_1_527_-   -            173 CDD0053_no_cons      -            544     7e-05   21.9   0.0   1   1   3.6e-08   9.1e-05   21.5   0.0   303   345   127   168   108   172 0.86 -
mgm4601925.GNFP2O301ECTIT_1_207_-   -             68 CDD0053_no_cons      -            544   0.00037   19.5   0.0   1   1   1.7e-07   0.00042   19.3   0.0   328   383     2    57     1    60 0.93 -
mgm4601925.GNFP2O301EMDR7_249_548_- -             98 CDD0053_no_cons      -            544      0.13   11.1   0.0   1   1   5.7e-05      0.14   11.0   0.0   305   383     3    80     1    84 0.88 -
mgm4601925.GNFP2O301DB9DV_1_397_+ -            130 CDD0059_no_cons      -            430      0.11   11.8   0.0   1   1   4.9e-06      0.11   11.8   0.0    71   131    46   106     5   120 0.89 -
mgm4601925.GNFP2O301A4GL6_1_508_-   -            169 CDD0068_no_cons      -            557   5.3e-78  263.2   0.0   1   1     2e-79   6.2e-78  263.0   0.0   294   453     1   163     1   168 0.96 -
mgm4601925.GNFP2O301D2KGI_1_521_-   -            173 CDD0068_no_cons      -            557   2.5e-76  257.7   0.0   1   1   8.7e-78   2.6e-76  257.6   0.0   367   540     7   172     1   173 0.97 -
mgm4601925.GNFP2O301C97EJ_1_502_-   -            166 CDD0068_no_cons      -            557   3.6e-75  253.8   0.2   1   1   1.3e-76   3.9e-75  253.7   0.2   321   491     1   164     1   166 0.98 -
mgm4601925.GNFP2O301DX50E_1_501_+   -            166 CDD0068_no_cons      -            557   5.9e-75  253.1   0.6   1   1   2.1e-76   6.5e-75  253.0   0.6   308   480     1   165     1   166 0.99 -
mgm4601925.GNFP2O301DOOQF_1_528_-   -            175 CDD0068_no_cons      -            557   2.5e-74  251.1   0.0   1   1     9e-76   2.7e-74  250.9   0.0   329   511     1   174     1   175 0.95 -
mgm4601925.GNFP2O301BIG7O_1_534_-   -            177 CDD0068_no_cons      -            557   9.5e-74  249.1   0.1   1   1   3.7e-75   1.1e-73  248.9   0.1   306   488     4   177     2   177 0.95 -
mgm4601925.GNFP2O301E08RO_1_459_+   -            152 CDD0068_no_cons      -            557     1e-72  245.7   0.2   1   1   3.8e-74   1.2e-72  245.5   0.2   401   557     1   151     1   151 0.97 -
mgm4601925.GNFP2O301AISHH_1_511_+   -            169 CDD0068_no_cons      -            557   2.3e-71  241.3   0.1   1   1   8.1e-73   2.5e-71  241.1   0.1    29   198     1   169     1   169 0.99 -
mgm4601925.GNFP2O301D2M5R_1_517_+   -            172 CDD0068_no_cons      -            557   6.5e-71  239.8   0.1   1   1   2.3e-72   7.1e-71  239.6   0.1    45   215     1   171     1   172 0.98 -
mgm4601925.GNFP2O301DCHFF_1_491_-   -            163 CDD0068_no_cons      -            557   1.4e-70  238.7   0.4   1   1   5.1e-72   1.6e-70  238.5   0.4   346   507     1   163     1   163 0.96 -
mgm4601925.GNFP2O301B0EQ3_1_521_-   -            173 CDD0068_no_cons      -            557     9e-70  236.0   0.1   1   1   3.1e-71   9.5e-70  235.9   0.1   376   542    13   173     1   173 0.91 -
mgm4601925.GNFP2O301A1R6F_1_525_+   -            174 CDD0068_no_cons      -            557   9.5e-70  235.9   0.1   1   1   3.5e-71   1.1e-69  235.8   0.1    11   168     7   165     1   173 0.97 -
mgm4601925.GNFP2O301DD2JD_1_509_-   -            168 CDD0068_no_cons      -            557   8.5e-69  232.8   0.2   1   1   3.2e-70   9.9e-69  232.6   0.2   309   472    11   168     5   168 0.96 -
mgm4601925.GNFP2O301BJIAA_1_505_-   -            167 CDD0068_no_cons      -            557   1.1e-68  232.4   0.0   1   1   4.2e-70   1.3e-68  232.2   0.0   389   554     2   162     1   165 0.97 -
mgm4601925.GNFP2O301EZW73_1_528_+   -            175 CDD0068_no_cons      -            557   1.7e-68  231.8   0.0   1   1   6.7e-70     2e-68  231.5   0.0    49   221     1   171     1   174 0.97 -
mgm4601925.GNFP2O301B7F7V_1_465_+   -            154 CDD0068_no_cons      -            557   9.2e-68  229.4   0.0   1   1   3.4e-69   1.1e-67  229.2   0.0   306   454     1   149     1   153 0.97 -
mgm4601925.GNFP2O301EFDWF_1_518_+   -            171 CDD0068_no_cons      -            557     1e-67  229.2   0.6   1   1   3.8e-69   1.2e-67  229.0   0.6   307   471     1   155     1   166 0.97 -
mgm4601925.GNFP2O301EHTRL_1_493_-   -            163 CDD0068_no_cons      -            557   7.1e-67  226.4   0.0   1   1   2.5e-68   7.6e-67  226.3   0.0   370   533     7   162     1   163 0.97 -
mgm4601925.GNFP2O301C1NF0_1_510_-   -            169 CDD0068_no_cons      -            557   1.7e-66  225.2   0.0   1   1   5.8e-68   1.8e-66  225.1   0.0   290   450    10   169     1   169 0.93 -
