BCSF01000082.1;size=1,Virus,40689,+,15.29,DUF1599 Phage_integrase Glyco_hydro_108 PG_binding_3 Terminase_6 Phage_prot_Gp6,Non-significant
BCSF01000085.1;size=1,Virus,40177,+,57.28,Phage_integrase RNA_pol RPOL_N Phage_endo_I DUF5309 DUF3310 Phage_tail_APC DUF1983 GTA_holin_3TM Phage_lysozyme Peptidase_S74 DnaB_C Toprim_2 Toprim_4 HTH_39 DNA_pol_A 5_3_exonuc_N,Non-significant
BCSF01000092.1;size=1,Virus,39038,+,31.59,ParBc Laminin_G_3 Laminin_G_3 Laminin_G_3 YqaJ Laminin_G_3 Laminin_G_3 Laminin_G_3 Laminin_G_3 Terminase_3 Terminase_6C HTH_17 Phage_integrase RusA,Non-significant
BCSF01000103.1;size=1,Virus,36779,+,33.38,YqaJ DUF5309 Phage_tail_APC DUF3310 ERF DNA_methylase DNA_methylase HNH Terminase_6 Terminase_6C HTH_39,Virus,0.151037276707,0.791629563669,gi|1211046149|gb|KY052826.1| Uncultured virus clone vSAG-37-M8 genomic sequence
BCSF01000105.1;size=1,Virus,36550,+,39.63,GTA_holin_3TM 5_3_exonuc_N DNA_pol_A RNase_H_2 Peptidase_M15_3 Terminase_6 Terminase_6C DUF3310 DnaB_C Toprim_2 Toprim_4 P22_CoatProtein Collagen Collagen Collagen,Non-significant
BCSF01000106.1;size=1,Virus,36131,+,5.42,Guanylate_cyc IstB_IS21 SSB N6_N4_Mtase HTH_3 RecT,Non-significant
BCSF01000113.1;size=1,Virus,35147,+,29.93,DUF5309 Head-tail_con HTH_36 Peptidase_M15_3 Terminase_3 Metallophos DUF3310 HTH_39 SSB Rad52_Rad22 HTH_26,Non-significant
BCSF01000119.1;size=1,Virus,34805,+,25.55,Bac_DnaA_C Phage_holin_4_1 Amidase_2 Peptidase_S78_2 N6_N4_Mtase Laminin_G_3 DUF736 DUF3310 N6_N4_Mtase NinG ERF Terminase_3 Terminase_3C,Non-significant
BCSF01000127.1;size=1,Virus,33791,+,16.18,HTH_39 Head-tail_con Sigma70_r4 NinG YqaJ ERF SSB,Non-significant
BCSF01000135.1;size=1,Virus,32884,+,26.76,Phage_holin_4_1 Rad52_Rad22 Fer4_14 DNA_methylase ParBc HTH_8 GTP_cyclohydroI Fer4_14 Metallophos Bac_DnaA_C Terminase_3 PhageMin_Tail CLP_protease Amidase_2 PG_binding_1 DNA_methylase DnaB_C DnaB SSB Peptidase_M23 PTPS,Non-significant
BCSF01000145.1;size=1,Virus,32025,+,26.98,Sipho_Gp157 Head-tail_con RusA HNH_3 HTH_36 Peptidase_M15_4 Phage_tail_APC,Non-significant
BCSF01000152.1;size=1,Virus,31315,+,21.70,Head-tail_con HTH_3 HTH_36 DUF1071 Metallophos YqaJ Peptidase_S74 Peptidase_M15_3,Non-significant
BCSF01000160.1;size=1,Virus,30759,+,21.40,HTH_3 Terminase_6 Phage_portal Phage_Mu_F Phage_capsid DUF1738 RNase_T N6_N4_Mtase ParBc N6_N4_Mtase Peptidase_S78 RHH_3,Non-significant
CAAAAM010000162.1;size=1,Virus,6282,+,5.85,RVT_1 rve RVP,Non-significant
CAACVC010000033.1;size=1,Virus,29730,+,5.53,Prim-Pol MethyltransfD12,Non-significant
CAACVC010000539.1;size=2,Virus,8991,+,3.82,DUF2815,Non-significant
CAACVC010000547.1;size=1,Virus,8940,+,7.41,DNA_pol_A Terminase_2 Phage_integrase,Non-significant
CAACVC010000592.1;size=1,Virus,8655,+,3.06,Resolvase HTH_17 Resolvase Recombinase,Non-significant
CAACVC010000691.1;size=1,Virus,8139,+,5.44,HTH_17 Phage_integrase Arm-DNA-bind_3 DNA_pol_A,Non-significant
CAACVC010000875.1;size=1,Virus,7237,+,5.41,VRR_NUC Amidase_2,Non-significant
CAACVC010001367.1;size=1,Virus,5836,+,12.97,Viral_coat,Non-significant
CAACVC010001512.1;size=1,Virus,5551,+,12.92,DNA_pol_A DNA_pol_A_exo1 SET Ribonuc_red_lgC ResIII Helicase_C,Non-significant
CAACVD010000003.1;size=1,Virus,94981,+,37.46,AAA ERCC4 HHH_2 PDDEXK_1 DNA_pol_B AAA_19 UvrD_C UvrD_C_2 Viral_helicase1 Phage_portal Pentapeptide DNA_ligase_A_M DNA_ligase_A_C DNA_ligase_A_N AAA_24 DNA_ligase_A_M DNA_pol_B DNA_pol_B_exo1 Peptidase_S78 ThiF Cpn60_TCP1,Non-significant
CAACVD010000006.1;size=1,Virus,92285,+,28.19,Terminase_6C PDDEXK_1 DNA_pol_B AAA_19 UvrD_C UvrD_C_2 Viral_helicase1 Terminase_6C NUDIX Cpn60_TCP1 ThiF HTH_11 AAA AAA_24 DNA_pol_B DNA_pol_B_exo1 zf-TFIIB ERCC4 HHH_2 HHH_5 Phage_portal DNA_ligase_A_M Peptidase_S78 DNA_ligase_A_M DNA_ligase_A_C DNA_ligase_A_N,Non-significant
CAACVD010000007.1;size=1,Virus,91584,+,27.37,ERCC4 HHH_2 HHH_5 AAA ThiF DNA_pol_B Acetyltransf_1 Peptidase_S78 DNA_ligase_A_M Phage_portal DNA_pol_B DNA_pol_B_exo1 PDDEXK_1 DNA_ligase_A_M DNA_ligase_A_C DNA_ligase_A_N Cpn60_TCP1 AAA_19 UvrD_C UvrD_C_2 Viral_helicase1 PAP2,Non-significant
CAACVD010000018.1;size=1,Virus,63931,+,22.31,SAP PhageMin_Tail AAA Cpn60_TCP1 DNA_pol_B DNA_pol_B_exo1 Terminase_6C N6_N4_Mtase PDDEXK_1,Non-significant
CAACVD010000019.1;size=1,Virus,63064,+,28.28,Carbam_trans_C Carbam_trans_N Glycos_transf_1 SNF2_N Helicase_C DNA_pol_A DNA_pol_A_exo1 Cpn10 Terminase_6C 2OG-FeII_Oxy_5 HSP20 DUF3310 Epimerase Peptidase_M15_3 MTS DegT_DnrJ_EryC1 AAA_19 UvrD_C_2 Trp_halogenase HTH_26 2OG-FeII_Oxy_3,Non-significant
CAACVD010000024.1;size=1,Virus,57702,+,19.39,DUF932 DNA_pol_A DNA_pol_A_exo1 Thymidylat_synt SPASM Radical_SAM Terminase_6C Terminase_2 Collar Phage_lysozyme PriCT_1 AAA_19 UvrD_C SNF2_N Helicase_C HD_3 Cpn10 GTA_holin_3TM,Non-significant
CAACVD010000026.1;size=1,Virus,57009,+,44.41,Cpn10 Terminase_2 Phage_tail_APC DNA_pol_A DNA_pol_A_exo1 DUF932 AAA_19 UvrD_C UvrD_C_2 Viral_helicase1 Thymidylat_synt Terminase_6C Laminin_G_3 Laminin_G_3 Laminin_G_3 Laminin_G_3 Laminin_G_3 Phage_lysozyme SNF2_N Helicase_C,Non-significant
CAACVD010000138.1;size=1,Virus,31251,+,65.50,Laminin_G_3 Laminin_G_3 Laminin_G_3 Toprim_2 AAA_25 HTH_36 Bac_DnaA_C VRR_NUC DUF3799 DUF3127 Phage_tail_2 HK97-gp10_like Phage_H_T_join Phage_connect_1 Laminin_G_3 Laminin_G_3 Laminin_G_3 Peptidase_M15_3 Phage_portal Phage_Mu_F Terminase_3 Terminase_3C Peptidase_S78 Phage_capsid,Non-significant
CAACVD010000150.1;size=1,Virus,30924,+,20.88,RHH_1 DNA_methylase Phage_portal N6_N4_Mtase ParBc Phage_capsid Peptidase_S78 RNase_T Phage_Mu_F Terminase_6,Non-significant
CAACVD010000164.1;size=1,Virus,30161,+,41.19,Phage_portal Terminase_3 Terminase_3C Phage_H_T_join Phage_connect_1 Phage_capsid Peptidase_S78 MT-A70 PhageMin_Tail DUF3799 Peptidase_S74 Phage_tail_2 N6_N4_Mtase ParBc,Non-significant
CAACVD010000170.1;size=1,Virus,29884,+,58.50,SSB Laminin_G_3 Phage_H_T_join DUF3168 Phage_tail_2 HK97-gp10_like GP3_package Peptidase_S78 Phage_capsid Terminase_3C Terminase_3 Phage_portal Phage_Mu_F Peptidase_S74 Metallophos NinG RHH_1 DUF1367 DUF1367 ERF,Non-significant
CAACVD010000188.1;size=1,Virus,28619,+,28.73,DUF1376 Phage_connect_1 HK97-gp10_like Phage_H_T_join Phage_portal Phage_Mu_F Terminase_3 Phage_capsid Metallophos_2 ERF,Non-significant
CAACVD010000197.1;size=1,Virus,28212,+,17.90,Peptidase_S78_2 NinG ParBc N6_N4_Mtase HTH_39 Amidase_2 Metallophos Terminase_3 AdoMet_dc,Non-significant
CAACVD010000210.1;size=1,Virus,27578,+,18.32,ERF Peptidase_S78_2 Metallophos Peptidase_M15_3 Terminase_3 RusA AAA Bac_DnaA_C DUF3127,Non-significant
CAACVD010000275.1;size=1,Virus,24508,+,6.23,Glyco_transf_25 Glycos_transf_2 DNA_methylase PriCT_2,Non-significant
CAACVD010000292.1;size=1,Virus,23965,+,3.98,N6_N4_Mtase N6_N4_Mtase Glyco_transf_25 Glycos_transf_2,Non-significant
CAACVD010000294.1;size=1,Virus,23932,+,6.75,PriCT_2 VirE N6_N4_Mtase Glycos_transf_2,Non-significant
CAACVD010000298.1;size=1,Virus,23835,+,3.12,N6_N4_Mtase GIY-YIG,Non-significant
CAACVD010000306.1;size=1,Virus,23578,+,5.53,Prim-Pol MethyltransfD12,Non-significant
CAACVD010000330.1;size=1,Virus,22895,-,23.76,N6_N4_Mtase GIY-YIG Pox_A32 N6_N4_Mtase PriCT_2 D5_N,Non-significant
CAACVD010000336.1;size=1,Virus,22608,+,17.10,N6_N4_Mtase MT-A70 Pox_A32 GIY-YIG,Non-significant
CAACVD010000346.1;size=1,Virus,22420,+,16.86,Pox_A32 D5_N GIY-YIG,Non-significant
CAACVD010001462.1;size=1,Virus,11323,+,10.22,Metallophos_2 ParBc Terminase_6 HTH_36 HTH_3 HNHc_6 Glycos_transf_1,Non-significant
CAACVD010002125.1;size=1,Virus,9285,+,4.09,DNA_pol_A Phage_integrase Arm-DNA-bind_3,Non-significant
CAACVD010002207.1;size=1,Virus,9099,-,4.09,Arm-DNA-bind_3 Phage_integrase DNA_pol_A,Non-significant
CAACVD010002240.1;size=1,Virus,9023,+,4.09,Arm-DNA-bind_3 Phage_integrase DNA_pol_A,Non-significant
CAACVD010002254.1;size=1,Virus,8991,+,4.09,Arm-DNA-bind_3 Phage_integrase DNA_pol_A,Non-significant
CAACVD010002263.1;size=1,Virus,8976,+,7.45,Arm-DNA-bind_3 Phage_integrase DNA_pol_A DNA_pol_A,Non-significant
CAACVD010002290.1;size=1,Virus,8928,+,7.45,Phage_integrase Arm-DNA-bind_3 DNA_pol_A Terminase_2,Non-significant
CAACVD010003065.1;size=1,Virus,7649,+,42.71,HTH_31 Phage_integrase DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF4379 DUF559,Non-significant
CAACVD010003084.1;size=1,Virus,7630,+,6.48,AAA_25 Prim-Pol Phage_integrase Arm-DNA-bind_3,Non-significant
CAACVD010003762.1;size=1,Virus,6782,+,8.97,Phage_CRI Phage_X DUF2523 Zot Phage_DNA_bind,Non-significant
CAACVD010004311.1;size=1,Virus,6251,+,6.43,AAA_25 Prim-Pol Phage_integrase,Non-significant
CAACVD010004622.1;size=1,Virus,6014,+,6.35,Terminase_2 AAA_25 Phage_integrase,Non-significant
CAACVD010004810.1;size=1,Virus,5847,+,4.93,Toprim_3 HTH_17 AAA_25 Arm-DNA-bind_3 Phage_integrase,Non-significant
CAACVD010004877.1;size=1,Virus,5792,+,3.68,Phage_integrase AAA_25 Phage_integrase,Non-significant
CAACVD010004940.1;size=3,Virus,5746,+,7.04,AAA_25 Terminase_2 Phage_integrase Phage_integrase,Non-significant
CAACVD010005205.1;size=1,Virus,5527,+,6.35,Terminase_2 AAA_25 Phage_integrase,Non-significant
CAACVE010000002.1;size=1,Virus,54199,+,17.32,UDG GLF NAD_binding_8 Amino_oxidase Phage_cap_E 2_5_RNA_ligase2 dCMP_cyt_deam_1 Toprim_2 zf-CHC2 GerE Sigma70_r4_2 Sigma70_r2 Thy1 AAA_5 VWA_CoxE RecA DNA_pol3_alpha PHP HHH_6 Thymidylat_synt HK97-gp10_like Terminase_6C Terminase_6,Non-significant
CAACVE010000003.1;size=1,Virus,45929,+,17.65,AAA_24 PDDEXK_1 QueC Amidase_3 DNA_pol_A UDG DNA_pol_A_exo1 DUF3987 PTPS Fer4_12 GTP_cyclohydroI Pribosyltran,Non-significant
CAACVE010000857.1;size=28,Virus,5441,+,26.56,Phage_F Phage_F Phage_GPA,Ambiguous
CAACVF010000013.1;size=1,Virus,32282,+,39.86,Peptidase_S78_2 VRR_NUC HNH ParBc Terminase_3 Terminase_3C HTH_39 Metallophos Peptidase_M15_3 Phage_portal HTH_26 DUF4373 DUF3127 Terminase_3 Terminase_3C HNH ParBc,Non-significant
CAACVF010000447.1;size=1,Virus,8937,+,7.41,Phage_integrase Terminase_2 DNA_pol_A,Non-significant
CAACVF010000593.1;size=1,Virus,7961,+,4.18,DNA_methylase Laminin_G_3,Non-significant
CAACVF010000594.1;size=1,Virus,7954,-,6.34,Arm-DNA-bind_3 Phage_integrase DNA_pol_A DNA_pol_A_exo1,Non-significant
CAACVF010000606.1;size=1,Virus,7897,+,3.75,DNA_methylase Zot,Non-significant
CAACVF010000706.1;size=1,Virus,7392,+,5.15,Phage_integrase AAA_25 CbiA Terminase_2 Toprim_3,Non-significant
CAACVF010001017.1;size=1,Virus,6063,+,11.09,ubiquitin Peptidase_S74,Non-significant
CAACVF010001283.1;size=1,Virus,5294,+,20.20,Viral_coat Gemini_AL1,Non-significant
CESM01009489.1;size=2,Virus,38573,+,86.29,Phage_endo_I 5_3_exonuc_N DnaB_C Toprim_2 Toprim_4 Toprim_3 Amidase_2 DNA_pol_A DNA_pol_A_exo1 RNA_pol RPOL_N DUF2833 Phage_T7_Capsid Head-tail_con Peptidase_M15_3 Tube Phage_T7_tail Phage_integrase Phage_tail_APC,Non-significant
CESM01017265.1;size=1,Virus,39518,+,35.27,Amidase_2 AAA_24 Terminase_6 Terminase_6C Whib DNA_pol_A DNA_pol_A_exo1 Peptidase_S74 Toprim_2 SNF2_N Helicase_C RNase_H_2 PDDEXK_1,Non-significant
CESM01080861.1;size=1,Virus,33465,+,33.61,Tube HTH_39 DUF1738 Head-tail_con Terminase_2 DUF2833 Phage_lysozyme,Virus,0.138473031525,0.794762614435,"gi|557356537|dbj|AP013431.1| Uncultured Mediterranean phage uvMED DNA, complete genome, group G16, isolate: uvMED-CGR-U-MedDCM-OCT-S25-C59"
CESS01044537.1;size=1,Virus,43550,+,59.28,GTA_holin_3TM Acetyltransf_1 Head-tail_con 5_3_exonuc_N PRA-PH DUF2815 Peptidase_M15_4 Phage_integrase DNA_methylase Phage_T7_tail RCC1 Tube DNA_pol_A DNA_pol_A_exo1 Phage_integrase RNA_pol RPOL_N DnaB_C Toprim_2 Toprim_4 RusA,Non-significant
FLOH01000164.1;size=1,Virus,185196,+,215.28,Carbam_trans_C Carbam_trans_N ResIII Helicase_C DUF2201_N DUF2201 AAA Cpn10 Toprim_2 UDPG_MGDP_dh_N UDPG_MGDP_dh UDPG_MGDP_dh_C HNH CTP_transf_like DUF2312 5_3_exonuc_N gp32 Thy1 DNA_ligase_A_M DNA_pol_B_exo1 DNA_pol_B AAA DNA_pol_B Beta_helix VanY Gp5_OB N_methyl Terminase_6 Terminase_6C Band_7 Endonuclease_7 DnaB_C Flagellin_N Flagellin_C T4_baseplate Peptidase_S77 CTP_transf_like Epimerase HATPase_c Peptidase_S8 Ribonuc_red_sm Gp23 Phage_tail_APC Glyco_hydro_108 PG_binding_3 Phage_sheath_1 Phage_sheath_1C Peptidase_S80 PTR PTR RNaseH_like Peptidase_S80 Peptidase_S80 DNA_gyraseB HATPase_c Toprim SNase T4-gp15_tss AAA_5 PhoH PIN_4 T5orf172 TROVE TROVE Metallophos FliS Helicase_C PDDEXK_1 DUF1737 T4_tail_cap GPW_gp25 HSP20 Ribonuc_red_lgC Ribonuc_red_lgN ATP-cone Phage_T4_gp19 GGDEF DSPc DNA_topoisoIV CLP_protease,Non-significant
FLOH01000451.1;size=1,Virus,88830,+,51.91,Glyco_hydro_cc Whib MethyltransfD12 Peptidase_M10 Toprim_2 zf-CHC2 DNA_pol3_alpha PHP HHH_6 PBP_like Thioredoxin Thy1 RecA PDDEXK_1 HNH_3 Ribonuc_red_lgC Peptidase_S8 Glyco_hydro_cc PhageMin_Tail Amidase_2 IMPDH Acid_phosphat_B N6_N4_Mtase DnaB_C Peptidase_S78_2 Phage_capsid HNH_3 Phage_portal Proteasome DUF932,Non-significant
FLOH01000614.1;size=1,Virus,70997,+,42.58,Cpn10 Peptidase_S74 Peptidase_S74 GP88 Toprim_4 ATPase DnaB_C DUF3799 ERF MazG DUF1064 DNA_ligase_A_M DNA_ligase_OB_2 Thymidylat_synt Cpn60_TCP1 Peptidase_M15_3 Metallophos KTSC Sigma70_r2,Non-significant
FLOH01000719.1;size=1,Virus,62336,+,21.60,VWA Phage_portal Rad51 MCM MCM_OB GGACT RVT_3 Dam DUF2479 AAA_5 Terminase_6 Terminase_6C,Non-significant
FLOH01000774.1;size=1,Virus,58481,+,26.07,Sigma70_r2 Sigma70_r4 Sigma70_r3 Laminin_G_3 Laminin_G_3 Laminin_G_3 Laminin_G_3 Terminase_2 Peptidase_S74 OmpA Terminase_6 Peptidase_M15_4 MT-A70 ParBc HTH_17 DnaB_C DnaB RecT,Non-significant
FLOH01000808.1;size=1,Virus,56647,+,10.86,MAF_flag10 DUF3307 HTH_3 N6_N4_Mtase Sigma70_r2 APH RusA DUF3799 IstB_IS21 N6_N4_Mtase Mu-like_Pro Terminase_6,Non-significant
FLOH01000980.1;size=1,Virus,48724,+,25.29,ParBc Band_7 Terminase_6 Amidase_2 CHAP ThiF LexA_DNA_bind HNH YopX Laminin_G_3 Laminin_G_3 Laminin_G_3 Laminin_G_3 Laminin_G_3,Non-significant
FLOH01000985.1;size=1,Virus,48367,+,39.77,HNH DNA_methylase RepB_primase PriCT_1 ResIII Helicase_C HTH_36 Metallophos DUF1353 YopX MTS PAPS_reduct DUF3310 Terminase_6 RNA_ligase HTH_3 YqaJ ERF RVT_1,Non-significant
FLOH01001025.1;size=1,Virus,46927,+,44.14,Peptidase_M15_3 LysM Terminase_6 Thy1 DnaB_C Toprim_2 Toprim_4 GTA_holin_3TM Peptidase_S74 P22_CoatProtein Phage_endo_I T5orf172 DUF3310 DNA_pol_A DNA_pol_A_exo1,Non-significant
FLOH01001186.1;size=1,Virus,42281,+,68.08,Phage_stabilise PAPS_reduct HNH HTH_19 DUF3850 ERF DUF1353 Head_binding Beta_helix Beta_helix CBM_4_9 GP3_package Terminase_6 Terminase_6C P22_portal HNH_3 RepB_primase ResIII Helicase_C P22_Tail-4 Phage_stabilise P22_CoatProtein HNH_3 AP2,Non-significant
FLOH01001195.1;size=1,Virus,42003,+,50.32,Amidase_2 Ribonuc_red_lgC HNH_3 Glyco_hydro_cc HTH_16 N6_N4_Mtase Phage_prot_Gp6 Terminase_1 Terminase_1 Terminase_4 D5_N Toprim_2 DNA_pol_A DNA_pol_A_exo1 HNH_3 P22_CoatProtein HNH_5,Non-significant
FLOH01001230.1;size=1,Virus,41118,+,3.91,RusA TatC zf-CHC2 HTH_17 AAA_25 Terminase_2,Non-significant
FLOH01001234.1;size=1,Virus,41039,+,31.46,Peptidase_S78 Terminase_1 Phage_portal Phage_capsid Terminase_4 AAA_19 UvrD_C UvrD_C UvrD_C_2 Phage_rep_O N6_N4_Mtase Phage_BR0599 Methyltransf_11 Phage_connect_1 Phage_H_T_join HNH PAPS_reduct GDP_Man_Dehyd PhageMin_Tail,Non-significant
FLOH01001280.1;size=1,Virus,40167,+,10.87,AAA_25 DUF932 DUF4192 Toprim_2 Methyltransf_24 DUF1599 DUF4326 Glyco_transf_21 Whib CHAP DUF2493,Non-significant
FLOH01001359.1;size=1,Virus,38593,+,7.87,SLT Sigma70_r4 DnaB_C RusA PDDEXK_1,Non-significant
FLOH01001360.1;size=1,Virus,38581,+,10.34,Phage_lysozyme PASTA DUF5309 SNF2_N Helicase_C Terminase_3 PRA-PH DUF3854 DNA_pol_A DNA_pol_A_exo1 Thymidylat_synt dCMP_cyt_deam_1,Non-significant
FLOH01001376.1;size=1,Virus,38413,+,41.03,P22_portal P22_portal DNA_pol3_beta_2 Asp_Arg_Hydrox ResIII Helicase_C Phage_lysozyme Pectate_lyase_3 Pectate_lyase_3 P22_CoatProtein Peptidase_S74 DUF3310 DUF2800 DNA_pol_A PAPS_reduct Collar,Non-significant
FLOH01001391.1;size=1,Virus,38068,+,37.14,ERF DnaB_C DUF3799 NinG Amidase_2 ERF Peptidase_S78_2 PhageMin_Tail DNA_methylase DNA_methylase Terminase_3 Terminase_3C Metallophos Laminin_G_3 He_PIG,Non-significant
FLOH01001408.1;size=1,Virus,37709,+,41.63,Rad52_Rad22 Peptidase_M15_3 NinG Sipho_Gp157 GTA_holin_3TM N6_N4_Mtase Phage_lambda_P CsrA DUF3168 Terminase_1 Phage_portal CLP_protease Phage_capsid Phage_connect_1 Phage_H_T_join HK97-gp10_like HNH,Non-significant
FLOH01001417.1;size=1,Virus,37573,+,33.07,Beta_helix Lactamase_B_2 HTH_39 Terminase_2 P22_portal DNA_methylase SSB NinG Terminase_6 DUF2829 P22_CoatProtein Thy1 N6_N4_Mtase XhlA Peptidase_M15_3 GGDEF DnaB_C,Non-significant
FLOH01001424.1;size=1,Virus,37504,+,36.78,Terminase_6 Terminase_6C SSB DNA_pol_B_exo2 ERF DUF4128 Helicase_C DEAD N6_N4_Mtase DUF1367 DUF1367 N6_N4_Mtase Phage_Mu_F DUF4055 P22_CoatProtein,Non-significant
FLOH01001473.1;size=1,Virus,36770,+,24.75,Phage_Mu_F DUF4055 Terminase_6 N6_N4_Mtase Sipho_Gp157 DnaB_C RVT_1 DUF1353 PG_binding_3,Non-significant
